user serverEndGame createGame userEndGameConflict userCancelActiveGame serverEndGameConflict serverCancelActiveGame serverForceGameEnd session_count
user178 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user179 0.0 1.0 0.0 0.0 0.0 0.0 0.0 4
user180 0.0 1.0 0.0 0.0 0.0 0.0 0.0 5
user181 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user182 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user183 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user184 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user185 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user186 0.0 1.0 0.0 0.0 0.0 0.0 0.0 2
user187 0.0 1.0 0.0 0.0 0.0 0.0 0.0 7
user188 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user189 0.0 1.0 0.0 0.0 0.0 0.0 0.0 6
user190 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user191 0.0 1.0 0.0 0.0 0.0 0.0 0.0 2
user192 0.0 1.0 0.0 0.0 0.0 0.0 0.0 2
user193 0.0 1.0 0.0 0.0 0.0 0.0 0.0 2
user194 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user195 0.0 1.0 0.0 0.0 0.0 0.0 0.0 2
user196 0.0 1.0 0.0 0.0 0.0 0.0 0.0 2
user197 0.0 1.0 0.0 0.0 0.0 0.0 0.0 6
user198 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user199 0.0 1.0 0.0 0.0 0.0 0.0 0.0 4
user200 0.0 1.0 0.0 0.0 0.0 0.0 0.0 2
user201 0.0 1.0 0.0 0.0 0.0 0.0 0.0 2
user202 0.0 1.0 0.0 0.0 0.0 0.0 0.0 3
user203 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user204 0.0 1.0 0.0 0.0 0.0 0.0 0.0 2
user205 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user206 0.0 1.0 0.0 0.0 0.0 0.0 0.0 2
user207 0.0 1.0 0.0 0.0 0.0 0.0 0.0 3
user208 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user209 0.0 1.0 0.0 0.0 0.0 0.0 0.0 2
user210 0.0 1.0 0.0 0.0 0.0 0.0 0.0 3
user211 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user212 0.0 1.0 0.0 0.0 0.0 0.0 0.0 3
user213 0.0 1.0 0.0 0.0 0.0 0.0 0.0 2
user214 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user215 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user216 0.0 1.0 0.0 0.0 0.0 0.0 0.0 31
user217 0.0 1.0 0.0 0.0 0.0 0.0 0.0 3
user218 0.0 1.0 0.0 0.0 0.0 0.0 0.0 22
user219 0.0 1.0 0.0 0.0 0.0 0.0 0.0 2
user220 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user221 0.0 1.0 0.0 0.0 0.0 0.0 0.0 29
user222 0.0 1.0 0.0 0.0 0.0 0.0 0.0 3
user223 0.0 1.0 0.0 0.0 0.0 0.0 0.0 4
user224 0.0 1.0 0.0 0.0 0.0 0.0 0.0 2
user225 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user226 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user227 0.0 1.0 0.0 0.0 0.0 0.0 0.0 2
user228 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user229 0.0 1.0 0.0 0.0 0.0 0.0 0.0 2
user230 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user231 0.0 1.0 0.0 0.0 0.0 0.0 0.0 3
user232 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user233 0.0 1.0 0.0 0.0 0.0 0.0 0.0 2
user234 0.0 1.0 0.0 0.0 0.0 0.0 0.0 6
user235 0.0 1.0 0.0 0.0 0.0 0.0 0.0 9
user236 0.0 1.0 0.0 0.0 0.0 0.0 0.0 3
user237 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user238 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user239 0.0 1.0 0.0 0.0 0.0 0.0 0.0 3
user240 0.0 1.0 0.0 0.0 0.0 0.0 0.0 2
user241 0.0 1.0 0.0 0.0 0.0 0.0 0.0 3
user242 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user243 0.0 1.0 0.0 0.0 0.0 0.0 0.0 2
user244 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user245 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user246 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user247 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user248 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user249 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user250 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user251 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user252 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user253 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user254 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user255 0.0 1.0 0.0 0.0 0.0 0.0 0.0 2
user256 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user257 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user258 0.0 1.0 0.0 0.0 0.0 0.0 0.0 8
user259 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user260 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user261 0.0 1.0 0.0 0.0 0.0 0.0 0.0 4
user262 0.0 1.0 0.0 0.0 0.0 0.0 0.0 7
user263 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user264 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user265 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user266 0.0 1.0 0.0 1.0 0.0 0.0 0.0 2
user267 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user268 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user269 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user270 0.0 1.0 0.0 1.0 0.0 0.0 0.0 2
user271 0.0 1.0 0.0 0.0 0.0 0.0 0.0 2
user272 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user273 0.0 1.0 0.0 0.0 0.0 0.0 0.0 2
user274 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user275 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user276 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user277 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user278 0.0 1.0 0.0 0.0 0.0 0.0 0.0 3
user279 0.0 1.0 0.0 0.0 0.0 0.0 0.0 3
user280 0.0 1.0 0.0 1.0 0.0 0.0 0.0 2
user281 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user282 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user283 0.0 1.0 0.0 0.0 0.0 0.0 0.0 2
user284 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user285 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user286 0.0 1.0 0.0 0.0 0.0 0.0 0.0 2
user287 0.0 1.0 0.0 0.0 0.0 0.0 0.0 2
user288 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user289 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user290 0.0 1.0 0.0 1.0 0.0 0.0 0.0 2
user291 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user292 0.0 1.0 0.0 0.0 0.0 0.0 0.0 2
user293 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user294 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user295 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user296 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user297 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user298 0.0 1.0 1.0 0.0 0.0 0.0 0.0 2
user299 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user300 0.0 1.0 0.0 0.0 0.0 0.0 0.0 6
user301 0.0 1.0 0.0 0.0 0.0 0.0 0.0 2
user302 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user304 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user305 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user306 0.0 1.0 0.0 0.0 0.0 0.0 0.0 5
user307 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user308 0.0 1.0 0.0 0.0 0.0 0.0 0.0 2
user309 0.0 1.0 0.0 0.0 0.0 0.0 0.0 2
user310 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user311 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user312 0.0 1.0 0.0 0.0 0.0 0.0 0.0 5
user313 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user314 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user315 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user316 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user317 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user318 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user319 0.0 1.0 0.0 0.0 0.0 0.0 0.0 4
user320 0.0 1.0 0.0 0.0 0.0 0.0 0.0 6
user321 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user322 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user323 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user324 0.0 1.0 0.0 0.0 0.0 0.0 0.0 3
user325 0.0 1.0 0.0 0.0 0.0 0.0 0.0 6
user326 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user327 0.0 1.0 0.0 0.0 0.0 0.0 0.0 4
user328 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user329 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user330 0.0 1.0 0.0 0.0 0.0 0.0 0.0 2
user331 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user332 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user333 0.0 1.0 1.0 0.0 0.0 0.0 0.0 63
user334 0.0 1.0 0.0 0.0 0.0 0.0 0.0 2
user335 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user336 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user337 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user338 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user339 0.0 1.0 0.0 0.0 0.0 0.0 0.0 2
user340 0.0 1.0 0.0 0.0 0.0 0.0 0.0 2
user341 0.0 1.0 0.0 0.0 0.0 0.0 0.0 5
user342 0.0 1.0 0.0 0.0 0.0 0.0 0.0 172
user343 0.0 1.0 0.0 0.0 0.0 0.0 0.0 13
user344 0.0 1.0 0.0 0.0 0.0 0.0 0.0 2
user345 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user346 0.0 1.0 0.0 0.0 0.0 0.0 0.0 2
user347 0.0 1.0 0.0 0.0 0.0 0.0 0.0 5
user348 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user349 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user350 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user351 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user352 0.0 1.0 0.0 0.0 0.0 0.0 0.0 2
user353 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user354 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user355 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user356 0.0 1.0 0.0 0.0 0.0 0.0 0.0 9
user357 0.0 1.0 0.0 0.0 0.0 0.0 0.0 3
user358 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user359 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user360 0.0 1.0 0.0 0.0 0.0 0.0 0.0 9
user361 0.0 1.0 0.0 0.0 0.0 0.0 0.0 2
user362 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user363 0.0 1.0 0.0 0.0 0.0 0.0 0.0 9
user364 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user365 0.0 1.0 1.0 0.0 0.0 0.0 0.0 10
user366 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user367 0.0 1.0 0.0 0.0 0.0 0.0 0.0 2
user368 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user369 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user370 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user371 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user372 0.0 1.0 0.0 0.0 0.0 0.0 0.0 3
user373 0.0 1.0 0.0 0.0 0.0 0.0 0.0 2
user374 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user375 0.0 1.0 0.0 0.0 0.0 0.0 0.0 2
user376 0.0 1.0 0.0 0.0 0.0 0.0 0.0 2
user377 0.0 1.0 0.0 0.0 0.0 0.0 0.0 2
user378 0.0 1.0 0.0 0.0 0.0 0.0 0.0 80
user379 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user380 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user381 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user382 0.0 1.0 0.0 0.0 0.0 0.0 0.0 23
user383 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user384 0.0 1.0 0.0 0.0 0.0 0.0 0.0 4
user385 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user386 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user387 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user388 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user389 0.0 1.0 0.0 0.0 0.0 0.0 0.0 13
user390 0.0 1.0 0.0 0.0 0.0 0.0 0.0 2
user391 0.0 1.0 0.0 0.0 0.0 0.0 0.0 6
user392 0.0 1.0 0.0 0.0 0.0 0.0 0.0 2
user393 0.0 1.0 0.0 0.0 0.0 0.0 0.0 9
user394 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user395 0.0 1.0 0.0 0.0 0.0 0.0 0.0 5
user396 0.0 1.0 0.0 0.0 0.0 0.0 0.0 2
user397 0.0 1.0 0.0 0.0 0.0 0.0 0.0 3
user398 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user399 0.0 1.0 0.0 0.0 0.0 0.0 0.0 5
user400 0.0 1.0 0.0 0.0 0.0 0.0 0.0 2
