user withdrawHeroToAssetOwnerByAdmin mintHero depositHeroToGateway session_count
user735 0.0 0.0 1.0 10
user486 0.0 0.0 1.0 2
user487 0.0 0.0 1.0 5
user1116 0.0 0.0 1.0 10
user1229 0.0 0.0 1.0 9
user489 0.0 0.0 1.0 1
user490 0.0 0.0 1.0 6
user494 0.0 0.0 1.0 3
user497 0.0 0.0 1.0 15
user793 0.0 0.0 1.0 4
user499 0.0 0.0 1.0 5
user618 0.0 0.0 1.0 3
user501 0.0 0.0 1.0 2
user512 0.0 0.0 1.0 6
user502 0.0 0.0 1.0 2
user522 0.0 0.0 1.0 12
user503 0.0 0.0 1.0 3
user504 0.0 0.0 1.0 9
user506 0.0 0.0 1.0 23
user1276 0.0 0.0 1.0 1
user1096 0.0 0.0 1.0 7
user986 0.0 0.0 1.0 16
user894 0.0 0.0 1.0 6
user907 0.0 0.0 1.0 5
user996 0.0 0.0 1.0 8
user520 0.0 0.0 1.0 7
user1370 0.0 0.0 1.0 2
user1087 0.0 0.0 1.0 10
user507 0.0 0.0 1.0 5
user721 0.0 0.0 1.0 4
user1261 0.0 0.0 1.0 2
user525 0.0 0.0 1.0 8
user688 0.0 0.0 1.0 7
user690 0.0 0.0 1.0 6
user1232 0.0 0.0 1.0 4
user536 0.0 0.0 1.0 9
user508 0.0 0.0 1.0 2
user509 0.0 0.0 1.0 1
user1301 0.0 0.0 1.0 4
user510 0.0 0.0 1.0 9
user511 0.0 0.0 1.0 3
user513 0.0 0.0 1.0 2
user514 0.0 0.0 1.0 5
user515 0.0 0.0 1.0 1
user1241 0.0 0.0 1.0 6
user516 0.0 0.0 1.0 11
user517 0.0 0.0 1.0 2
user858 0.0 0.0 1.0 5
user803 0.0 0.0 1.0 8
user1354 0.0 0.0 1.0 4
user1324 0.0 0.0 1.0 1
user1162 0.0 0.0 1.0 3
user518 0.0 0.0 1.0 3
user941 0.0 0.0 1.0 2
user523 0.0 0.0 1.0 6
user524 0.0 0.0 1.0 2
user1088 0.0 0.0 1.0 3
user1283 0.0 0.0 1.0 7
user1287 0.0 0.0 1.0 7
user527 0.0 0.0 1.0 7
user528 0.0 0.0 1.0 2
user530 0.0 0.0 1.0 3
user936 0.0 0.0 1.0 8
user531 0.0 0.0 1.0 1
user1122 0.0 0.0 1.0 5
user532 0.0 0.0 1.0 1
user533 0.0 0.0 1.0 4
user534 0.0 0.0 1.0 4
user537 0.0 0.0 1.0 9
user860 0.0 0.0 1.0 10
user538 0.0 0.0 1.0 5
user539 0.0 0.0 1.0 6
user541 0.0 0.0 1.0 4
user1467 0.0 0.0 1.0 1
user542 0.0 0.0 1.0 4
user543 0.0 0.0 1.0 7
user1238 0.0 0.0 1.0 3
user779 0.0 0.0 1.0 13
user545 0.0 0.0 1.0 2
user546 0.0 0.0 1.0 6
user547 0.0 0.0 1.0 1
user548 0.0 0.0 1.0 1
user550 0.0 0.0 1.0 2
user1386 0.0 0.0 1.0 2
user871 0.0 0.0 1.0 5
user552 0.0 0.0 1.0 3
user553 0.0 0.0 1.0 1
user554 0.0 0.0 1.0 7
user774 0.0 0.0 1.0 26
user555 0.0 0.0 1.0 2
user556 0.0 0.0 1.0 5
user557 0.0 0.0 1.0 3
user558 0.0 0.0 1.0 2
user560 0.0 0.0 1.0 6
user561 0.0 0.0 1.0 7
user857 0.0 0.0 1.0 2
user800 0.0 0.0 1.0 10
user562 0.0 0.0 1.0 1
user563 0.0 0.0 1.0 1
user564 0.0 0.0 1.0 1
user565 0.0 0.0 1.0 18
user566 0.0 0.0 1.0 9
user568 0.0 0.0 1.0 2
user569 0.0 0.0 1.0 6
user570 0.0 0.0 1.0 3
user733 0.0 0.0 1.0 7
user571 0.0 0.0 1.0 10
user1322 0.0 0.0 1.0 3
user572 0.0 0.0 1.0 4
user1299 0.0 0.0 1.0 4
user575 0.0 0.0 1.0 5
user576 0.0 0.0 1.0 7
user577 0.0 0.0 1.0 2
user1234 0.0 0.0 1.0 3
user687 0.0 0.0 1.0 9
user1045 0.0 0.0 1.0 5
user578 0.0 0.0 1.0 3
user579 0.0 0.0 1.0 11
user580 0.0 0.0 1.0 3
user722 0.0 0.0 1.0 15
user1133 0.0 0.0 1.0 2
user581 0.0 0.0 1.0 4
user582 0.0 0.0 1.0 1
user583 0.0 0.0 1.0 3
user584 0.0 0.0 1.0 3
user1408 0.0 0.0 1.0 6
user585 0.0 0.0 1.0 7
user787 0.0 0.0 1.0 4
user586 0.0 0.0 1.0 1
user879 0.0 0.0 1.0 4
user1361 0.0 0.0 1.0 2
user1454 0.0 0.0 1.0 2
user588 0.0 0.0 1.0 4
user589 0.0 0.0 1.0 9
user590 0.0 0.0 1.0 4
user734 0.0 0.0 1.0 5
user592 0.0 0.0 1.0 17
user1275 0.0 0.0 1.0 1
user924 0.0 0.0 1.0 3
user1449 0.0 0.0 1.0 3
user593 0.0 0.0 1.0 1
user594 0.0 0.0 1.0 1
user595 0.0 0.0 1.0 1
user596 0.0 0.0 1.0 1
user597 0.0 0.0 1.0 1
user877 0.0 0.0 1.0 16
user599 0.0 0.0 1.0 1
user600 0.0 0.0 1.0 1
user601 0.0 0.0 1.0 1
user603 0.0 0.0 1.0 1
user604 0.0 0.0 1.0 1
user605 0.0 0.0 1.0 1
user606 0.0 0.0 1.0 1
user770 0.0 0.0 1.0 7
user1356 0.0 0.0 1.0 1
user608 0.0 0.0 1.0 1
user842 0.0 0.0 1.0 1
user1061 0.0 0.0 1.0 1
user609 0.0 0.0 1.0 1
user610 0.0 0.0 1.0 7
user612 0.0 0.0 1.0 10
user953 0.0 0.0 1.0 6
user613 0.0 0.0 1.0 1
user940 0.0 0.0 1.0 2
user1279 0.0 0.0 1.0 1
user617 0.0 0.0 1.0 1
user620 0.0 0.0 1.0 4
user621 0.0 0.0 1.0 5
user1427 0.0 0.0 1.0 2
user637 0.0 0.0 1.0 6
user622 0.0 0.0 1.0 1
user624 0.0 0.0 1.0 6
user625 0.0 0.0 1.0 5
user1453 0.0 0.0 1.0 1
user1392 0.0 0.0 1.0 5
user1365 0.0 0.0 1.0 3
user629 0.0 0.0 1.0 9
user1015 0.0 0.0 1.0 17
user1136 0.0 0.0 1.0 3
user630 0.0 0.0 1.0 1
user631 0.0 0.0 1.0 4
user745 0.0 0.0 1.0 1
user641 0.0 0.0 1.0 7
user1309 0.0 0.0 1.0 1
user689 0.0 0.0 1.0 2
user636 0.0 0.0 1.0 16
user1024 0.0 0.0 1.0 9
user1387 0.0 0.0 1.0 1
user639 0.0 0.0 1.0 2
user640 0.0 0.0 1.0 1
user1421 0.0 0.0 1.0 1
user1174 0.0 0.0 1.0 5
user810 0.0 0.0 1.0 4
user643 0.0 0.0 1.0 1
user644 0.0 0.0 1.0 1
user646 0.0 0.0 1.0 1
user647 0.0 0.0 1.0 2
user762 0.0 0.0 1.0 3
user648 0.0 0.0 1.0 1
user819 0.0 0.0 1.0 3
user1280 0.0 0.0 1.0 1
user804 0.0 0.0 1.0 3
user650 0.0 0.0 1.0 1
user651 0.0 0.0 1.0 3
user1185 0.0 0.0 1.0 1
user656 0.0 0.0 1.0 2
user657 0.0 0.0 1.0 1
user1457 0.0 0.0 1.0 2
user887 0.0 0.0 1.0 6
user901 0.0 0.0 1.0 5
user869 0.0 0.0 1.0 4
user695 0.0 0.0 1.0 1
user920 0.0 0.0 1.0 1
user978 0.0 0.0 1.0 1
user659 0.0 0.0 1.0 1
user1198 0.0 0.0 1.0 6
user684 0.0 0.0 1.0 1
user660 0.0 0.0 1.0 1
user1148 0.0 0.0 1.0 4
user1204 0.0 0.0 1.0 8
user663 0.0 0.0 1.0 1
user1182 0.0 0.0 1.0 4
user670 0.0 0.0 1.0 1
user671 0.0 0.0 1.0 2
user1239 0.0 0.0 1.0 9
user809 0.0 0.0 1.0 1
user1041 0.0 0.0 1.0 5
user1314 0.0 0.0 1.0 3
user676 0.0 0.0 1.0 4
user678 0.0 0.0 1.0 1
user679 0.0 0.0 1.0 4
user682 0.0 0.0 1.0 18
user683 0.0 0.0 1.0 4
user685 0.0 0.0 1.0 1
user1284 0.0 0.0 1.0 1
user704 0.0 0.0 1.0 2
user1036 0.0 0.0 1.0 1
user691 0.0 0.0 1.0 8
user1154 0.0 0.0 1.0 4
user1374 0.0 0.0 1.0 4
user1441 0.0 0.0 1.0 2
user1487 0.0 0.0 1.0 1
user904 0.0 0.0 1.0 4
user694 0.0 0.0 1.0 1
user697 0.0 0.0 1.0 4
user701 0.0 0.0 1.0 3
user963 0.0 0.0 1.0 3
user702 0.0 0.0 1.0 2
user726 0.0 0.0 1.0 1
user706 0.0 0.0 1.0 2
user1046 0.0 0.0 1.0 8
user713 0.0 0.0 1.0 2
user1474 0.0 0.0 1.0 3
user714 0.0 0.0 1.0 1
user715 0.0 0.0 1.0 4
user1317 0.0 0.0 1.0 8
user1401 0.0 0.0 1.0 8
user1298 0.0 0.0 1.0 7
user719 0.0 0.0 1.0 3
user730 0.0 0.0 1.0 5
user723 0.0 0.0 1.0 1
user976 0.0 0.0 1.0 5
user834 0.0 0.0 1.0 1
user853 0.0 0.0 1.0 3
user874 0.0 0.0 1.0 2
user1138 0.0 0.0 1.0 1
user1139 0.0 0.0 1.0 4
user848 0.0 0.0 1.0 2
user843 0.0 0.0 1.0 2
user832 0.0 0.0 1.0 2
user1028 0.0 0.0 1.0 7
user1210 0.0 0.0 1.0 2
user1267 0.0 0.0 1.0 1
user1067 0.0 0.0 1.0 2
user790 0.0 0.0 1.0 5
user928 0.0 0.0 1.0 5
user1113 0.0 0.0 1.0 6
user1021 0.0 0.0 1.0 3
user1320 0.0 0.0 1.0 5
user808 0.0 0.0 1.0 7
user975 0.0 0.0 1.0 9
user1098 0.0 0.0 1.0 2
user732 0.0 0.0 1.0 4
user950 0.0 0.0 1.0 3
user1070 0.0 0.0 1.0 3
user1396 0.0 0.0 1.0 4
user900 0.0 0.0 1.0 8
user972 0.0 0.0 1.0 1
user905 0.0 0.0 1.0 3
user916 0.0 0.0 1.0 3
user742 0.0 0.0 1.0 1
user746 0.0 0.0 1.0 2
user744 0.0 0.0 1.0 6
user893 0.0 0.0 1.0 4
user1264 0.0 0.0 1.0 5
user909 0.0 0.0 1.0 2
user886 0.0 0.0 1.0 4
user882 0.0 0.0 1.0 2
user771 0.0 0.0 1.0 4
user794 0.0 0.0 1.0 4
user831 0.0 0.0 1.0 5
user970 0.0 0.0 1.0 3
user1107 0.0 0.0 1.0 7
user889 0.0 0.0 1.0 6
user817 0.0 0.0 1.0 4
user826 0.0 0.0 1.0 3
user918 0.0 0.0 1.0 1
user847 0.0 0.0 1.0 12
user1286 0.0 0.0 1.0 4
user931 0.0 0.0 1.0 3
user760 0.0 0.0 1.0 7
user1272 0.0 0.0 1.0 1
user1007 0.0 0.0 1.0 3
user1000 0.0 0.0 1.0 5
user919 0.0 0.0 1.0 2
user898 0.0 0.0 1.0 2
user1419 0.0 0.0 1.0 2
user806 0.0 0.0 1.0 5
user1372 0.0 0.0 1.0 17
user1077 0.0 0.0 1.0 7
user1385 0.0 0.0 1.0 2
user1066 0.0 0.0 1.0 1
user761 0.0 0.0 1.0 4
user1447 0.0 0.0 1.0 2
user1367 0.0 0.0 1.0 2
user921 0.0 0.0 1.0 1
user1375 0.0 0.0 1.0 1
user1373 0.0 0.0 1.0 5
user1378 0.0 0.0 1.0 3
user1424 0.0 0.0 1.0 4
user1383 0.0 0.0 1.0 4
user1384 0.0 0.0 1.0 4
user1380 0.0 0.0 1.0 1
user1497 0.0 0.0 1.0 1
user1406 0.0 0.0 1.0 1
user1201 0.0 0.0 1.0 3
user801 0.0 0.0 1.0 5
user1399 0.0 0.0 1.0 3
user1425 0.0 0.0 1.0 1
user1095 0.0 0.0 1.0 3
user814 0.0 0.0 1.0 9
user1440 0.0 0.0 1.0 4
user1126 0.0 0.0 1.0 4
user1294 0.0 0.0 1.0 1
user1137 0.0 0.0 1.0 6
user756 0.0 0.0 1.0 2
user784 0.0 0.0 1.0 1
user763 0.0 0.0 1.0 2
user1125 0.0 0.0 1.0 3
user764 0.0 0.0 1.0 3
user766 0.0 0.0 1.0 1
user768 0.0 0.0 1.0 1
user1160 0.0 0.0 1.0 2
user855 0.0 0.0 1.0 5
user985 0.0 0.0 1.0 3
user1207 0.0 0.0 1.0 1
user773 0.0 0.0 1.0 4
user868 0.0 0.0 1.0 1
user934 0.0 0.0 1.0 8
user818 0.0 0.0 1.0 6
user780 0.0 0.0 1.0 4
user782 0.0 0.0 1.0 1
user783 0.0 0.0 1.0 1
user785 0.0 0.0 1.0 3
user786 0.0 0.0 1.0 1
user1030 0.0 0.0 1.0 2
user1056 0.0 0.0 1.0 2
user802 0.0 0.0 1.0 2
user1195 0.0 0.0 1.0 1
user795 0.0 0.0 1.0 7
user797 0.0 0.0 1.0 1
user799 0.0 0.0 1.0 1
user1339 0.0 0.0 1.0 1
user1330 0.0 0.0 1.0 1
user796 0.0 0.0 1.0 1
user1130 0.0 0.0 1.0 3
user1266 0.0 0.0 1.0 1
user1495 0.0 0.0 1.0 2
user811 0.0 0.0 1.0 1
user812 0.0 0.0 1.0 1
user813 0.0 0.0 1.0 3
user983 0.0 0.0 1.0 8
user962 0.0 0.0 1.0 1
user1074 0.0 0.0 1.0 1
user933 0.0 0.0 1.0 8
user824 0.0 0.0 1.0 1
user825 0.0 0.0 1.0 5
user1063 0.0 0.0 1.0 2
user980 0.0 0.0 1.0 1
user841 0.0 0.0 1.0 4
user845 0.0 0.0 1.0 1
user1363 0.0 0.0 1.0 2
user830 0.0 0.0 1.0 3
user836 0.0 0.0 1.0 2
user1078 0.0 0.0 1.0 1
user838 0.0 0.0 1.0 6
user872 0.0 0.0 1.0 4
user873 0.0 0.0 1.0 3
user1359 0.0 0.0 1.0 3
user850 0.0 0.0 1.0 2
user851 0.0 0.0 1.0 3
user1164 0.0 0.0 1.0 1
user854 0.0 0.0 1.0 3
user856 0.0 0.0 1.0 1
user1435 0.0 0.0 1.0 9
user1105 0.0 0.0 1.0 4
user862 0.0 0.0 1.0 1
user881 0.0 0.0 1.0 6
user876 0.0 0.0 1.0 4
user906 0.0 0.0 1.0 5
user883 0.0 0.0 1.0 1
user884 0.0 0.0 1.0 2
user885 0.0 0.0 1.0 3
user888 0.0 0.0 1.0 1
user897 0.0 0.0 1.0 1
user892 0.0 0.0 1.0 1
user1482 0.0 0.0 1.0 1
user896 0.0 0.0 1.0 34
user908 0.0 0.0 1.0 2
user910 0.0 0.0 1.0 2
user912 0.0 0.0 1.0 1
user989 0.0 0.0 1.0 2
user1184 0.0 0.0 1.0 2
user981 0.0 0.0 1.0 3
user1047 0.0 0.0 1.0 4
user944 0.0 0.0 1.0 3
user917 0.0 0.0 1.0 2
user1411 0.0 0.0 1.0 5
user1183 0.0 0.0 1.0 6
user923 0.0 0.0 1.0 5
user1064 0.0 0.0 1.0 4
user967 0.0 0.0 1.0 7
user1084 0.0 0.0 1.0 6
user929 0.0 0.0 1.0 2
user1463 0.0 0.0 1.0 3
user926 0.0 0.0 1.0 1
user951 0.0 0.0 1.0 2
user927 0.0 0.0 1.0 7
user946 0.0 0.0 1.0 1
user1489 0.0 0.0 1.0 1
user935 0.0 0.0 1.0 1
user994 0.0 0.0 1.0 1
user1049 0.0 0.0 1.0 3
user1157 0.0 0.0 1.0 2
user990 0.0 0.0 1.0 2
user1150 0.0 0.0 1.0 3
user1297 0.0 0.0 1.0 1
user947 0.0 0.0 1.0 12
user949 0.0 0.0 1.0 2
user1217 0.0 0.0 1.0 5
user1292 0.0 0.0 1.0 1
user956 0.0 0.0 1.0 2
user957 0.0 0.0 1.0 1
user958 0.0 0.0 1.0 2
user961 0.0 0.0 1.0 1
user960 0.0 0.0 1.0 2
user1052 0.0 0.0 1.0 4
user971 0.0 0.0 1.0 1
user1423 0.0 0.0 1.0 2
user977 0.0 0.0 1.0 2
user1327 0.0 0.0 1.0 4
user987 0.0 0.0 1.0 1
user991 0.0 0.0 1.0 2
user1273 0.0 0.0 1.0 3
user1101 0.0 0.0 1.0 9
user1009 0.0 0.0 1.0 1
user995 0.0 0.0 1.0 3
user1071 0.0 0.0 1.0 3
user998 0.0 0.0 1.0 3
user1223 0.0 0.0 1.0 4
user1246 0.0 0.0 1.0 5
user1002 0.0 0.0 1.0 4
user1003 0.0 0.0 1.0 1
user1014 0.0 0.0 1.0 1
user1004 0.0 0.0 1.0 1
user1008 0.0 0.0 1.0 1
user1010 0.0 0.0 1.0 1
user1012 0.0 0.0 1.0 2
user1020 0.0 0.0 1.0 1
user1027 0.0 0.0 1.0 2
user1017 0.0 0.0 1.0 1
user1018 0.0 0.0 1.0 1
user1231 0.0 0.0 1.0 1
user1019 0.0 0.0 1.0 1
user1023 0.0 0.0 1.0 3
user1025 0.0 0.0 1.0 1
user1029 0.0 0.0 1.0 1
user1340 0.0 0.0 1.0 3
user1432 0.0 0.0 1.0 4
user1075 0.0 0.0 1.0 2
user1202 0.0 0.0 1.0 5
user1033 0.0 0.0 1.0 1
user1038 0.0 0.0 1.0 3
user1039 0.0 0.0 1.0 1
user1044 0.0 0.0 1.0 1
user1222 0.0 0.0 1.0 3
user1048 0.0 0.0 1.0 3
user1051 0.0 0.0 1.0 4
user1050 0.0 0.0 1.0 1
user1053 0.0 0.0 1.0 3
user1060 0.0 0.0 1.0 3
user1057 0.0 0.0 1.0 3
user1146 0.0 0.0 1.0 2
user1242 0.0 0.0 1.0 2
user1068 0.0 0.0 1.0 1
user1335 0.0 0.0 1.0 3
user1348 0.0 0.0 1.0 6
user1296 0.0 0.0 1.0 2
user1305 0.0 0.0 1.0 3
user1281 0.0 0.0 1.0 1
user1076 0.0 0.0 1.0 3
user1079 0.0 0.0 1.0 3
user1082 0.0 0.0 1.0 2
user1085 0.0 0.0 1.0 1
user1089 0.0 0.0 1.0 1
user1092 0.0 0.0 1.0 1
user1097 0.0 0.0 1.0 1
user1171 0.0 0.0 1.0 3
user1321 0.0 0.0 1.0 2
user1103 0.0 0.0 1.0 1
user1258 0.0 0.0 1.0 1
user1131 0.0 0.0 1.0 1
user1110 0.0 0.0 1.0 1
user1127 0.0 0.0 1.0 1
user1111 0.0 0.0 1.0 2
user1112 0.0 0.0 1.0 1
user1147 0.0 0.0 1.0 1
user1115 0.0 0.0 1.0 1
user1117 0.0 0.0 1.0 5
user1118 0.0 0.0 1.0 2
user1158 0.0 0.0 1.0 2
user1121 0.0 0.0 1.0 1
user1199 0.0 0.0 1.0 1
user1169 0.0 0.0 1.0 3
user1263 0.0 0.0 1.0 1
user1123 0.0 0.0 1.0 3
user1306 0.0 0.0 1.0 1
user1124 0.0 0.0 1.0 1
user1332 0.0 0.0 1.0 2
user1344 0.0 0.0 1.0 3
user1128 0.0 0.0 1.0 1
user1196 0.0 0.0 1.0 1
user1250 0.0 0.0 1.0 1
user1215 0.0 0.0 1.0 6
user1323 0.0 0.0 1.0 11
user1366 0.0 0.0 1.0 4
user1135 0.0 0.0 1.0 2
user1143 0.0 0.0 1.0 1
user1145 0.0 0.0 1.0 1
user1165 0.0 0.0 1.0 1
user1188 0.0 0.0 1.0 2
user1193 0.0 0.0 1.0 1
user1151 0.0 0.0 1.0 2
user1156 0.0 0.0 1.0 1
user1308 0.0 0.0 1.0 3
user1152 0.0 0.0 1.0 2
user1153 0.0 0.0 1.0 1
user1155 0.0 0.0 1.0 1
user1214 0.0 0.0 1.0 5
user1233 0.0 0.0 1.0 2
user1227 0.0 0.0 1.0 1
user1163 0.0 0.0 1.0 1
user1166 0.0 0.0 1.0 1
user1167 0.0 0.0 1.0 2
user1168 0.0 0.0 1.0 2
user1235 0.0 0.0 1.0 1
user1190 0.0 0.0 1.0 2
user1173 0.0 0.0 1.0 11
user1230 0.0 0.0 1.0 1
user1416 0.0 0.0 1.0 1
user1181 0.0 0.0 1.0 1
user1178 0.0 0.0 1.0 4
user1180 0.0 0.0 1.0 6
user1289 0.0 0.0 1.0 4
user1192 0.0 0.0 1.0 2
user1194 0.0 0.0 1.0 2
user1274 0.0 0.0 1.0 1
user1318 0.0 0.0 1.0 1
user1197 0.0 0.0 1.0 1
user1381 0.0 0.0 1.0 2
user1200 0.0 0.0 1.0 1
user1206 0.0 0.0 1.0 2
user1218 0.0 0.0 1.0 1
user1382 0.0 0.0 1.0 1
user1208 0.0 0.0 1.0 1
user1414 0.0 0.0 1.0 1
user1216 0.0 0.0 1.0 1
user1265 0.0 0.0 1.0 1
user1211 0.0 0.0 1.0 3
user1213 0.0 0.0 1.0 1
user1220 0.0 0.0 1.0 3
user1221 0.0 0.0 1.0 2
user1224 0.0 0.0 1.0 1
user1225 0.0 0.0 1.0 3
user1471 0.0 0.0 1.0 1
user1226 0.0 0.0 1.0 1
user1236 0.0 0.0 1.0 4
user1389 0.0 0.0 1.0 2
user1249 0.0 0.0 1.0 1
user1345 0.0 0.0 1.0 5
user1244 0.0 0.0 1.0 5
user1245 0.0 0.0 1.0 1
user1247 0.0 0.0 1.0 1
user1303 0.0 0.0 1.0 1
user1252 0.0 0.0 1.0 3
user1253 0.0 0.0 1.0 3
user1254 0.0 0.0 1.0 1
user1255 0.0 0.0 1.0 1
user1256 0.0 0.0 1.0 1
user1259 0.0 0.0 1.0 1
user1260 0.0 0.0 1.0 3
user1262 0.0 0.0 1.0 1
user1268 0.0 0.0 1.0 1
user1278 0.0 0.0 1.0 1
user1312 0.0 0.0 1.0 1
user1269 0.0 0.0 1.0 1
user1270 0.0 0.0 1.0 1
user1412 0.0 0.0 1.0 2
user1282 0.0 0.0 1.0 1
user1285 0.0 0.0 1.0 1
user1288 0.0 0.0 1.0 3
user1413 0.0 0.0 1.0 1
user1358 0.0 0.0 1.0 1
user1295 0.0 0.0 1.0 2
user1291 0.0 0.0 1.0 1
user1293 0.0 0.0 1.0 1
user1405 0.0 0.0 1.0 2
user1355 0.0 0.0 1.0 1
user1311 0.0 0.0 1.0 1
user1316 0.0 0.0 1.0 2
user1428 0.0 0.0 1.0 1
user1304 0.0 0.0 1.0 1
user1310 0.0 0.0 1.0 1
user1325 0.0 0.0 1.0 1
user1326 0.0 0.0 1.0 4
user1483 0.0 0.0 1.0 4
user1484 0.0 0.0 1.0 1
user1333 0.0 0.0 1.0 1
user1341 0.0 0.0 1.0 1
user1334 0.0 0.0 1.0 4
user1346 0.0 0.0 1.0 1
user1336 0.0 0.0 1.0 1
user1338 0.0 0.0 1.0 1
user1342 0.0 0.0 1.0 2
user1347 0.0 0.0 1.0 1
user1353 0.0 0.0 1.0 1
user1371 0.0 0.0 1.0 2
user1362 0.0 0.0 1.0 2
user1364 0.0 0.0 1.0 1
user1376 0.0 0.0 1.0 1
user1379 0.0 0.0 1.0 1
user1388 0.0 0.0 1.0 1
user1390 0.0 0.0 1.0 1
user1391 0.0 0.0 1.0 1
user1393 0.0 0.0 1.0 1
user1407 0.0 0.0 1.0 1
user1418 0.0 0.0 1.0 1
user1395 0.0 0.0 1.0 1
user1397 0.0 0.0 1.0 2
user1400 0.0 0.0 1.0 1
user1437 0.0 0.0 1.0 3
user1402 0.0 0.0 1.0 1
user1403 0.0 0.0 1.0 2
user1410 0.0 0.0 1.0 1
user1417 0.0 0.0 1.0 2
user1420 0.0 0.0 1.0 1
user1431 0.0 0.0 1.0 1
user1430 0.0 0.0 1.0 1
user1433 0.0 0.0 1.0 2
user1478 0.0 0.0 1.0 1
user1439 0.0 0.0 1.0 2
user1443 0.0 0.0 1.0 5
user1451 0.0 0.0 1.0 1
user1445 0.0 0.0 1.0 1
user1462 0.0 0.0 1.0 2
user1486 0.0 0.0 1.0 1
user1468 0.0 0.0 1.0 1
user1448 0.0 0.0 1.0 1
user1450 0.0 0.0 1.0 1
user1452 0.0 0.0 1.0 7
user1456 0.0 0.0 1.0 1
user1466 0.0 0.0 1.0 2
user1469 0.0 0.0 1.0 2
user1472 0.0 0.0 1.0 5
user1475 0.0 0.0 1.0 1
user1480 0.0 0.0 1.0 1
user1496 0.0 0.0 1.0 1
user1485 0.0 0.0 1.0 3
user1494 0.0 0.0 1.0 1
user1488 0.0 0.0 1.0 1
user1498 0.0 0.0 1.0 1
user1493 0.0 0.0 1.0 2
