user oboCreateDigitalMediaAndReleases approve safeTransferFrom burnToken burnDigitalMedia transferFrom burn oboCreateDigitalMediaReleases session_count
user725 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 3
user664 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 2
user666 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1
user656 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 3
user660 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 3
user662 0.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 29
user667 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1
user699 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 2
user735 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1
user684 0.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 6
user692 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user669 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 2
user679 0.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 4
user707 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 2
user670 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 1
user209 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 2
user672 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 1
user673 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 1
user683 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 1
user685 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 1
user676 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 1
user680 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 1
user686 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user677 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user743 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 3
user689 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1
user702 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 2
user701 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user712 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1
user371 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user732 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1
user716 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1
user746 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user704 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user706 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 2
user710 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1
user709 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 1
user731 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1
user730 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 3
user734 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user741 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 1
user739 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user748 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1
