user punkNoLongerForSale withdrawBidForPunk transferPunk setInitialOwner buyPunk getPunk enterBidForPunk acceptBidForPunk offerPunkForSale offerPunkForSaleToAddress session_count
user1092 0.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0 1.0 0.0 1
user1405 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 1.0 0.0 8
user1395 0.0 0.0 0.0 0.0 1.0 0.0 1.0 0.0 1.0 0.0 4
user969 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 2
user599 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user185 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 1
user234 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 1
user607 0.0 1.0 1.0 0.0 1.0 0.0 1.0 1.0 1.0 0.0 39
user754 1.0 1.0 1.0 0.0 1.0 0.0 1.0 1.0 1.0 0.0 31
user600 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user122 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 27
user213 1.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 26
user530 0.0 1.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 3
user601 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user164 0.0 1.0 0.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0 26
user129 1.0 1.0 1.0 0.0 0.0 0.0 1.0 1.0 1.0 1.0 143
user221 0.0 0.0 0.0 0.0 1.0 0.0 1.0 0.0 1.0 0.0 30
user79 1.0 1.0 1.0 0.0 0.0 0.0 0.0 1.0 1.0 1.0 17
user97 0.0 0.0 1.0 0.0 0.0 0.0 0.0 1.0 1.0 0.0 5
user313 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 7
user372 0.0 1.0 0.0 0.0 1.0 0.0 1.0 0.0 1.0 0.0 6
user838 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 2
user574 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 2
user28 1.0 0.0 0.0 0.0 1.0 0.0 0.0 1.0 1.0 0.0 116
user243 0.0 1.0 1.0 0.0 1.0 0.0 1.0 0.0 1.0 0.0 34
user257 0.0 1.0 0.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0 10
user139 0.0 1.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 1
user165 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 1
user166 0.0 1.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 4
user156 0.0 1.0 0.0 0.0 1.0 0.0 1.0 0.0 1.0 0.0 4
user619 1.0 0.0 0.0 0.0 1.0 0.0 0.0 1.0 1.0 0.0 13
user876 1.0 0.0 1.0 0.0 1.0 0.0 1.0 1.0 1.0 0.0 9
user930 0.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0 1.0 0.0 8
user915 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 32
user39 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 1.0 0.0 33
user104 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1
user1340 0.0 1.0 0.0 0.0 0.0 0.0 1.0 0.0 1.0 0.0 12
user1176 0.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 54
user154 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 3
user1526 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 1
user1421 0.0 1.0 1.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 6
user1125 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 30
user1075 1.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 1.0 0.0 1
user1103 0.0 1.0 0.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0 20
user1016 1.0 1.0 1.0 0.0 1.0 0.0 1.0 0.0 1.0 0.0 13
user1005 1.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0 1.0 1.0 49
user268 0.0 1.0 1.0 0.0 1.0 0.0 1.0 0.0 1.0 0.0 9
user1195 0.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0 1.0 0.0 2
user240 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 1.0 0.0 1
user709 1.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 9
user1160 0.0 0.0 1.0 0.0 1.0 0.0 1.0 0.0 1.0 0.0 27
user371 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 2
user369 0.0 1.0 1.0 0.0 1.0 0.0 1.0 0.0 1.0 0.0 4
user1250 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 2
user1032 0.0 1.0 1.0 0.0 1.0 0.0 1.0 1.0 1.0 0.0 15
user1324 0.0 1.0 1.0 0.0 0.0 0.0 1.0 0.0 1.0 0.0 32
user1418 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 28
user1441 0.0 0.0 1.0 0.0 1.0 0.0 1.0 0.0 1.0 0.0 6
user80 1.0 1.0 1.0 0.0 1.0 0.0 1.0 1.0 1.0 0.0 46
user327 1.0 1.0 0.0 0.0 1.0 0.0 1.0 0.0 1.0 0.0 16
user35 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 1.0 0.0 2
user968 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 3
user356 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user1112 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 18
user1113 1.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0 1.0 0.0 15
user1236 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 1.0 0.0 8
user737 0.0 1.0 0.0 0.0 1.0 0.0 1.0 0.0 1.0 0.0 3
user614 1.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0 1.0 0.0 6
user1021 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 8
user463 0.0 1.0 0.0 0.0 1.0 0.0 1.0 0.0 1.0 0.0 2
user1230 1.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0 0.0 1.0 55
user126 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 1.0 0.0 7
user148 0.0 1.0 0.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0 7
user197 1.0 0.0 1.0 0.0 0.0 0.0 0.0 1.0 1.0 0.0 21
user604 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user758 1.0 1.0 0.0 0.0 1.0 0.0 1.0 0.0 1.0 0.0 6
user726 0.0 1.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 4
user1350 0.0 1.0 0.0 0.0 1.0 0.0 1.0 0.0 1.0 0.0 4
user199 0.0 1.0 0.0 0.0 0.0 0.0 1.0 0.0 1.0 0.0 3
user144 0.0 1.0 1.0 0.0 1.0 0.0 1.0 0.0 1.0 0.0 18
user808 1.0 0.0 1.0 0.0 1.0 0.0 0.0 1.0 1.0 0.0 7
user140 1.0 1.0 0.0 0.0 1.0 0.0 1.0 0.0 1.0 0.0 8
user682 1.0 1.0 1.0 0.0 1.0 0.0 1.0 1.0 1.0 0.0 42
user1140 0.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 2
user1424 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user914 1.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 1.0 0.0 8
user219 1.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 1.0 0.0 4
user668 1.0 1.0 0.0 0.0 1.0 0.0 1.0 0.0 1.0 0.0 7
user355 0.0 1.0 0.0 0.0 1.0 0.0 1.0 1.0 1.0 0.0 7
user965 0.0 1.0 0.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0 11
user1423 0.0 1.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 12
user1073 0.0 1.0 1.0 0.0 1.0 0.0 1.0 0.0 1.0 0.0 18
user1085 1.0 1.0 1.0 0.0 1.0 0.0 1.0 0.0 1.0 0.0 7
user841 1.0 1.0 1.0 0.0 1.0 0.0 1.0 1.0 1.0 0.0 18
user1440 1.0 1.0 1.0 0.0 1.0 0.0 1.0 0.0 1.0 0.0 26
user1473 0.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user1035 0.0 1.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 1
user1038 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user873 0.0 1.0 0.0 0.0 1.0 0.0 1.0 0.0 1.0 0.0 2
user1106 0.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 27
user289 0.0 1.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 1
user293 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 1.0 0.0 2
user887 0.0 1.0 0.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0 15
user321 0.0 0.0 0.0 0.0 1.0 0.0 1.0 1.0 1.0 0.0 15
user1408 1.0 1.0 0.0 0.0 0.0 0.0 1.0 0.0 1.0 0.0 6
user646 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 2
user344 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 4
user1448 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 1
user1451 0.0 1.0 0.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0 2
user1456 0.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user135 0.0 1.0 0.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0 6
user376 0.0 1.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 3
user1434 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 1.0 0.0 4
user1118 0.0 1.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 27
user1485 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 1.0 0.0 4
user178 1.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0 1.0 0.0 4
user1428 0.0 1.0 0.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0 7
user269 0.0 1.0 0.0 0.0 1.0 0.0 1.0 0.0 1.0 0.0 5
user1407 0.0 1.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 1
user1409 1.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 1.0 1
user1261 0.0 0.0 0.0 0.0 1.0 0.0 1.0 0.0 1.0 0.0 4
user115 0.0 1.0 0.0 0.0 1.0 0.0 1.0 0.0 1.0 0.0 12
user472 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 1.0 0.0 8
user452 0.0 1.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 1
user1044 0.0 1.0 0.0 0.0 1.0 0.0 1.0 0.0 1.0 0.0 12
user374 1.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0 1.0 0.0 2
user434 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 1.0 0.0 2
user1139 0.0 0.0 1.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0 8
user888 0.0 0.0 1.0 0.0 0.0 0.0 0.0 1.0 1.0 0.0 112
user108 0.0 1.0 0.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0 5
user526 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user345 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 1.0 0.0 1
user1457 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 2
user340 1.0 1.0 1.0 0.0 1.0 0.0 1.0 0.0 1.0 0.0 28
user717 0.0 1.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 1
user1309 0.0 1.0 1.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0 11
user81 0.0 0.0 1.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 2
user155 0.0 0.0 1.0 0.0 1.0 0.0 1.0 0.0 1.0 0.0 5
user272 1.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 1.0 0.0 1
user98 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 1.0 0.0 12
user323 1.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 1.0 0.0 2
user505 0.0 0.0 0.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0 8
user1285 0.0 0.0 1.0 0.0 0.0 0.0 1.0 1.0 1.0 0.0 4
user1328 0.0 1.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 11
user1453 1.0 0.0 1.0 0.0 1.0 0.0 1.0 1.0 1.0 0.0 12
user1509 1.0 1.0 0.0 0.0 1.0 0.0 1.0 0.0 1.0 0.0 7
user1132 0.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 6
user176 0.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 4
user246 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 2
user279 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 14
user1007 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 5
user14 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 3
user629 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 29
user466 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user1300 0.0 0.0 1.0 0.0 0.0 0.0 0.0 1.0 1.0 0.0 11
user1098 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user1177 1.0 1.0 1.0 0.0 1.0 0.0 1.0 1.0 1.0 0.0 68
user27 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 1.0 0.0 36
user720 0.0 1.0 1.0 0.0 1.0 0.0 1.0 0.0 1.0 0.0 9
user1131 0.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 11
user1192 0.0 1.0 0.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0 8
user296 0.0 1.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 1
user298 0.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 2
user840 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 10
user45 1.0 1.0 0.0 0.0 0.0 0.0 1.0 1.0 1.0 0.0 27
user446 0.0 0.0 1.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0 14
user804 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 2
user1057 1.0 1.0 1.0 0.0 1.0 0.0 1.0 0.0 1.0 0.0 14
user1493 0.0 1.0 0.0 0.0 1.0 0.0 1.0 0.0 1.0 0.0 3
user1494 0.0 1.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 2
user799 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1
user948 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 3
user953 1.0 1.0 0.0 0.0 1.0 0.0 1.0 0.0 1.0 0.0 18
user303 0.0 1.0 0.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0 7
user1142 0.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0 1.0 0.0 3
user674 1.0 1.0 0.0 0.0 1.0 0.0 1.0 0.0 1.0 0.0 23
user1175 0.0 0.0 0.0 0.0 1.0 0.0 0.0 1.0 1.0 0.0 35
user1375 1.0 1.0 0.0 0.0 1.0 0.0 1.0 0.0 1.0 0.0 4
user1246 1.0 1.0 1.0 0.0 0.0 0.0 1.0 0.0 1.0 0.0 12
user358 0.0 1.0 0.0 0.0 1.0 0.0 1.0 0.0 1.0 0.0 13
user1420 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 1.0 0.0 2
user1347 0.0 1.0 1.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0 7
user396 1.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 1.0 0.0 2
user157 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 1.0 0.0 3
user771 1.0 1.0 1.0 0.0 1.0 0.0 1.0 0.0 1.0 0.0 15
user149 1.0 0.0 0.0 0.0 1.0 0.0 1.0 0.0 1.0 0.0 12
user31 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 8
user32 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 1.0 0.0 4
user411 0.0 1.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 1
user843 1.0 1.0 1.0 0.0 1.0 0.0 1.0 0.0 1.0 0.0 16
user908 0.0 1.0 1.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0 3
user1012 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 1.0 0.0 3
user1151 1.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 1.0 0.0 1
user1370 0.0 1.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 6
user1036 1.0 1.0 0.0 0.0 1.0 0.0 1.0 0.0 1.0 0.0 16
user828 0.0 0.0 1.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 1
user1462 0.0 1.0 0.0 0.0 1.0 0.0 1.0 0.0 1.0 0.0 8
user454 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user680 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user1253 0.0 1.0 0.0 0.0 0.0 0.0 1.0 0.0 1.0 0.0 9
user1279 0.0 1.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 2
user1281 1.0 1.0 1.0 0.0 1.0 0.0 1.0 0.0 1.0 0.0 13
user1150 0.0 1.0 0.0 0.0 1.0 0.0 1.0 0.0 1.0 0.0 4
user1426 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 3
user252 0.0 1.0 0.0 0.0 1.0 0.0 1.0 0.0 1.0 0.0 6
user274 1.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 1.0 0.0 1
user384 0.0 0.0 0.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0 10
user479 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 1.0 0.0 3
user592 0.0 1.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 9
user830 1.0 1.0 0.0 0.0 1.0 0.0 1.0 0.0 1.0 1.0 7
user467 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 2
user1371 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 5
user902 1.0 1.0 0.0 0.0 1.0 0.0 1.0 0.0 1.0 0.0 9
user936 1.0 1.0 0.0 0.0 1.0 0.0 1.0 0.0 1.0 0.0 9
user635 0.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0 1.0 0.0 5
user634 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 1.0 0.0 2
user661 1.0 1.0 1.0 0.0 1.0 0.0 1.0 0.0 1.0 0.0 25
user458 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user110 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 3
user152 0.0 1.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 2
user1256 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 1
user1180 0.0 1.0 1.0 0.0 1.0 0.0 1.0 0.0 1.0 0.0 25
user297 0.0 1.0 0.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0 3
user495 0.0 0.0 0.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0 2
user69 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 3
user409 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user474 0.0 1.0 1.0 0.0 1.0 0.0 1.0 0.0 1.0 0.0 4
user62 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 1.0 0.0 75
user766 1.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0 1.0 0.0 1
user1435 0.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user1320 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 1.0 0.0 1
user1081 0.0 1.0 1.0 0.0 1.0 0.0 1.0 0.0 1.0 0.0 5
user1396 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 1.0 0.0 4
user1454 0.0 1.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 1
user499 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user1363 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 5
user688 0.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0 1.0 0.0 2
user1362 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 1.0 0.0 2
user1059 0.0 1.0 1.0 0.0 1.0 0.0 1.0 1.0 1.0 0.0 12
user198 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1
user480 0.0 1.0 1.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0 27
user583 0.0 1.0 0.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0 4
user1238 1.0 0.0 1.0 0.0 1.0 0.0 1.0 0.0 1.0 0.0 10
user523 0.0 1.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 5
user271 0.0 1.0 0.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0 3
user992 1.0 1.0 0.0 0.0 1.0 0.0 1.0 0.0 1.0 0.0 6
user170 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 8
user24 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 1
user617 0.0 1.0 0.0 0.0 1.0 0.0 1.0 0.0 1.0 0.0 4
user984 1.0 1.0 1.0 0.0 1.0 0.0 1.0 0.0 1.0 0.0 10
user1039 1.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0 1.0 0.0 10
user568 0.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 2
user386 1.0 1.0 1.0 0.0 1.0 0.0 1.0 1.0 1.0 0.0 36
user226 0.0 1.0 0.0 0.0 1.0 0.0 1.0 0.0 1.0 0.0 2
user721 0.0 0.0 0.0 0.0 1.0 0.0 1.0 0.0 1.0 0.0 2
user750 0.0 1.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 4
user1165 0.0 1.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 3
user1302 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 1.0 0.0 5
user117 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 1.0 0.0 4
user407 0.0 1.0 0.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0 3
user589 0.0 1.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 1
user99 0.0 1.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 2
user266 0.0 1.0 0.0 0.0 1.0 0.0 1.0 1.0 1.0 0.0 7
user1088 0.0 1.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 8
user975 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 1
user839 0.0 1.0 0.0 0.0 1.0 0.0 1.0 0.0 1.0 0.0 4
user260 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 1.0 0.0 1
user218 1.0 1.0 0.0 0.0 1.0 0.0 1.0 0.0 1.0 0.0 16
user127 0.0 1.0 0.0 0.0 1.0 0.0 1.0 0.0 1.0 0.0 3
user391 0.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 5
user967 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 2
user278 1.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 1.0 0.0 10
user922 1.0 1.0 1.0 0.0 1.0 0.0 1.0 0.0 1.0 0.0 25
user1209 0.0 1.0 0.0 0.0 1.0 0.0 1.0 0.0 1.0 0.0 37
user658 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 1
user21 0.0 0.0 1.0 0.0 0.0 0.0 0.0 1.0 1.0 0.0 9
user346 0.0 0.0 0.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0 2
user1268 0.0 1.0 0.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0 6
user1459 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 3
user1206 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 1
user225 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 1
user342 0.0 1.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 1
user706 1.0 1.0 0.0 0.0 1.0 0.0 1.0 0.0 1.0 0.0 10
user168 0.0 0.0 1.0 0.0 1.0 0.0 1.0 0.0 1.0 0.0 13
user826 1.0 1.0 1.0 0.0 1.0 0.0 1.0 0.0 1.0 0.0 21
user944 0.0 1.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 3
user653 0.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 2
user74 1.0 1.0 1.0 0.0 1.0 0.0 1.0 1.0 1.0 0.0 40
user445 1.0 1.0 1.0 0.0 1.0 0.0 1.0 0.0 1.0 0.0 14
user852 0.0 1.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 5
user862 0.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 4
user1200 0.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0 1.0 0.0 6
user1354 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 3
user1283 0.0 1.0 1.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 9
user233 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 1.0 0.0 1
user1102 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 1.0 0.0 4
user1260 0.0 1.0 0.0 0.0 1.0 0.0 1.0 0.0 1.0 0.0 5
user1265 0.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user1174 0.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 8
user856 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 8
user1475 0.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user200 0.0 1.0 1.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0 3
user909 1.0 0.0 1.0 0.0 1.0 0.0 0.0 1.0 1.0 0.0 28
user1235 0.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0 1.0 0.0 13
user756 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 1
user757 0.0 1.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 1
