user punkNoLongerForSale withdrawBidForPunk transferPunk setInitialOwner buyPunk getPunk enterBidForPunk acceptBidForPunk offerPunkForSale offerPunkForSaleToAddress session_count
user970 1.0 1.0 0.0 0.0 1.0 0.0 1.0 0.0 1.0 0.0 21
user1481 0.0 1.0 0.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0 8
user1510 0.0 1.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 7
user494 0.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user1383 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 3
user790 0.0 1.0 1.0 0.0 0.0 0.0 1.0 0.0 1.0 0.0 4
user952 0.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0 1.0 0.0 1
user1179 0.0 1.0 1.0 0.0 1.0 0.0 1.0 0.0 1.0 0.0 11
user1202 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user521 0.0 1.0 0.0 0.0 0.0 0.0 1.0 0.0 1.0 0.0 6
user1093 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user1313 0.0 1.0 1.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 3
user1401 0.0 1.0 0.0 0.0 0.0 0.0 1.0 0.0 1.0 0.0 2
user63 1.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 1.0 0.0 6
user772 0.0 1.0 0.0 0.0 1.0 0.0 1.0 0.0 1.0 0.0 4
user997 0.0 1.0 1.0 0.0 1.0 0.0 1.0 0.0 1.0 0.0 18
user685 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user379 0.0 1.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 1
user1099 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 4
user958 1.0 1.0 1.0 0.0 1.0 0.0 1.0 0.0 1.0 0.0 3
user163 0.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0 1.0 0.0 1
user868 1.0 1.0 0.0 0.0 1.0 0.0 1.0 1.0 1.0 0.0 11
user450 0.0 1.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 4
user1138 0.0 1.0 0.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0 3
user64 1.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0 1.0 1.0 3
user654 0.0 1.0 1.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0 4
user1014 0.0 1.0 0.0 0.0 1.0 0.0 1.0 0.0 1.0 0.0 9
user940 1.0 1.0 1.0 0.0 1.0 0.0 1.0 1.0 1.0 0.0 15
user105 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 1
user92 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 1
user1436 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 2
user133 0.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user1122 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1
user512 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user518 1.0 1.0 1.0 0.0 1.0 0.0 1.0 0.0 1.0 0.0 13
user740 1.0 0.0 0.0 0.0 1.0 0.0 1.0 0.0 1.0 0.0 3
user1474 0.0 0.0 0.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0 4
user158 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user507 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user557 0.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0 1.0 0.0 10
user443 0.0 1.0 0.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0 3
user1188 0.0 1.0 1.0 0.0 1.0 0.0 1.0 0.0 1.0 0.0 23
user361 0.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user1071 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 1
user191 0.0 1.0 0.0 0.0 1.0 0.0 1.0 0.0 1.0 0.0 4
user907 0.0 1.0 1.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 4
user1070 0.0 0.0 1.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0 2
user305 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 1
user645 0.0 1.0 0.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0 4
user886 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 2
user417 0.0 1.0 0.0 0.0 1.0 0.0 1.0 0.0 1.0 0.0 5
user517 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 6
user1321 0.0 1.0 1.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0 1
user442 1.0 1.0 1.0 0.0 1.0 0.0 1.0 0.0 1.0 0.0 5
user503 0.0 1.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 3
user238 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 4
user697 0.0 1.0 0.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0 6
user277 0.0 1.0 0.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0 8
user817 1.0 1.0 0.0 0.0 1.0 0.0 1.0 0.0 1.0 0.0 9
user1308 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 1
user249 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user394 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 1.0 0.0 59
user542 0.0 1.0 0.0 0.0 1.0 0.0 1.0 0.0 1.0 0.0 4
user893 1.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 1.0 0.0 5
user290 0.0 1.0 0.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0 2
user1100 0.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 3
user763 1.0 1.0 1.0 0.0 1.0 0.0 1.0 0.0 1.0 0.0 4
user848 0.0 1.0 1.0 0.0 1.0 0.0 1.0 0.0 1.0 0.0 5
user536 0.0 1.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 2
user525 1.0 1.0 0.0 0.0 1.0 0.0 1.0 1.0 1.0 0.0 9
user675 0.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user522 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 2
user46 1.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1.0 1.0 15
user974 0.0 1.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 6
user1084 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 2
user295 0.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user1056 1.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0 1.0 0.0 8
user1119 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 2
user558 0.0 1.0 0.0 0.0 1.0 0.0 1.0 0.0 1.0 0.0 4
user639 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user1221 0.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0 1.0 0.0 3
user1384 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 2
user647 0.0 1.0 0.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0 6
user784 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user1417 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user582 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 1.0 0.0 4
user1163 1.0 0.0 0.0 0.0 1.0 0.0 0.0 1.0 1.0 0.0 2
user1228 0.0 1.0 1.0 0.0 1.0 0.0 1.0 0.0 1.0 0.0 23
user1504 0.0 1.0 0.0 0.0 0.0 0.0 1.0 0.0 1.0 0.0 2
user1096 1.0 1.0 1.0 0.0 1.0 0.0 1.0 1.0 1.0 0.0 9
user623 0.0 1.0 1.0 0.0 0.0 0.0 1.0 0.0 1.0 0.0 2
user1063 0.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 9
user436 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 2
user925 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 1
user916 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user537 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 1.0 0.0 1
user1213 0.0 1.0 0.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0 10
user1054 0.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0 1.0 0.0 2
user552 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 1.0 0.0 3
user954 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user927 1.0 0.0 1.0 0.0 1.0 0.0 0.0 1.0 1.0 0.0 11
user1527 0.0 1.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 4
user1529 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 1
user330 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user880 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 1.0 0.0 3
user1275 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 2
user76 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 2
user800 0.0 0.0 0.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0 2
user894 0.0 1.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 1
user860 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 3
user1524 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 1
user866 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user545 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 1.0 0.0 3
user1217 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 1.0 0.0 4
user998 0.0 1.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 4
user324 0.0 1.0 0.0 0.0 1.0 0.0 1.0 0.0 1.0 0.0 6
user367 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user541 0.0 0.0 1.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0 10
user1344 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 1
user990 0.0 1.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 2
user96 0.0 0.0 0.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0 4
user215 0.0 1.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 1
user291 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 1.0 0.0 1
user555 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user855 0.0 1.0 0.0 0.0 1.0 0.0 1.0 1.0 1.0 0.0 7
user1030 0.0 1.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 3
user560 1.0 0.0 0.0 0.0 1.0 0.0 1.0 1.0 1.0 0.0 9
user938 0.0 1.0 1.0 0.0 1.0 0.0 1.0 0.0 1.0 0.0 7
user651 0.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0 1.0 0.0 2
user728 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1
user1332 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user935 1.0 1.0 0.0 0.0 1.0 0.0 1.0 0.0 1.0 0.0 11
user993 0.0 1.0 0.0 0.0 1.0 0.0 1.0 0.0 1.0 0.0 3
user1050 0.0 1.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 2
user1052 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 1.0 0.0 1
user377 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 2
user1072 0.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user549 1.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 1.0 0.0 2
user1008 0.0 1.0 0.0 0.0 1.0 0.0 1.0 0.0 1.0 0.0 8
user571 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 1.0 0.0 1
user1214 0.0 1.0 0.0 0.0 1.0 0.0 1.0 0.0 1.0 0.0 6
user41 1.0 1.0 0.0 0.0 1.0 0.0 1.0 1.0 1.0 0.0 26
user1342 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 1.0 0.0 1
user1353 0.0 1.0 0.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0 2
user244 1.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 1.0 0.0 7
user1168 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 8
user12 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 4
user130 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 2
user1277 0.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0 1.0 0.0 5
user1346 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 1.0 0.0 2
user1232 1.0 1.0 0.0 0.0 1.0 0.0 1.0 0.0 1.0 0.0 5
user1480 0.0 1.0 0.0 0.0 1.0 0.0 1.0 0.0 1.0 0.0 3
user319 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 1
user351 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 1
user382 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 1
user527 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 1
user901 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user578 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user921 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1
user1294 0.0 1.0 0.0 0.0 1.0 0.0 1.0 0.0 1.0 0.0 4
user362 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 1.0 0.0 1
user818 0.0 1.0 0.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0 7
user637 0.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user764 0.0 1.0 0.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0 7
user883 1.0 1.0 1.0 0.0 1.0 0.0 1.0 0.0 1.0 0.0 10
user1189 1.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 1.0 0.0 2
user34 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 3
user248 0.0 1.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 1
user220 1.0 1.0 1.0 0.0 1.0 0.0 1.0 0.0 1.0 0.0 3
user224 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 1
user1204 1.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0 1.0 0.0 11
user261 0.0 1.0 0.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0 4
user50 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 4
user1458 0.0 1.0 0.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0 3
user1500 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user1126 0.0 1.0 0.0 0.0 1.0 0.0 1.0 0.0 1.0 0.0 5
user1464 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user1193 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 1
user1194 0.0 1.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 1
user1429 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 4
user1210 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 10
user934 1.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0 1.0 0.0 4
user1170 1.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 1.0 0.0 6
user1068 0.0 1.0 0.0 0.0 1.0 0.0 1.0 0.0 1.0 0.0 6
user786 1.0 0.0 0.0 0.0 1.0 0.0 1.0 0.0 1.0 0.0 3
user1186 0.0 1.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 1
user1299 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user1080 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 1.0 0.0 2
user713 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user283 1.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 1.0 0.0 4
user1223 1.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0 1.0 0.0 12
user559 0.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 8
user570 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user565 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user241 0.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user905 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1
user913 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1
user307 0.0 1.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 3
user538 0.0 0.0 0.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0 2
user1079 0.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user1083 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 1
user1295 0.0 0.0 1.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0 3
user1304 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 2
user554 0.0 0.0 0.0 0.0 1.0 0.0 1.0 0.0 1.0 0.0 3
user648 0.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0 1.0 0.0 3
user718 0.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 49
user694 1.0 1.0 1.0 0.0 1.0 0.0 1.0 1.0 1.0 0.0 17
user1047 1.0 1.0 0.0 0.0 1.0 0.0 1.0 0.0 1.0 0.0 7
user1288 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 5
user859 0.0 1.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 5
user1241 0.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user1062 0.0 0.0 0.0 0.0 1.0 0.0 1.0 0.0 1.0 0.0 2
user1259 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 1
user710 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 1
user1394 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 4
user1531 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user1341 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 4
user1366 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 1.0 0.0 1
user1001 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 1
user1296 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1
user632 0.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user1171 0.0 1.0 1.0 0.0 1.0 0.0 1.0 0.0 1.0 0.0 3
user1240 1.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 1.0 0.0 1
user1438 0.0 1.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 1
user1437 0.0 1.0 0.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0 3
user1028 0.0 1.0 0.0 0.0 0.0 0.0 1.0 0.0 1.0 0.0 7
user652 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 1
user807 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 1
user448 0.0 1.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 3
user1031 0.0 0.0 1.0 0.0 1.0 0.0 0.0 1.0 1.0 0.0 4
user1048 0.0 0.0 0.0 0.0 1.0 0.0 1.0 0.0 1.0 0.0 4
user1303 1.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 3
user317 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 2
user202 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 4
user1449 0.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user349 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 1
user350 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user1469 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 1
user684 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 1
user1173 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 2
user1154 0.0 1.0 1.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0 3
user1403 0.0 1.0 1.0 0.0 1.0 0.0 1.0 0.0 1.0 0.0 6
user1003 0.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0 1.0 0.0 1
user590 1.0 0.0 0.0 0.0 1.0 0.0 0.0 1.0 1.0 0.0 6
user949 1.0 1.0 0.0 0.0 1.0 0.0 1.0 0.0 1.0 0.0 4
user964 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 1.0 0.0 6
user85 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 2
user1212 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 13
user451 0.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user881 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 2
user390 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 2
user1399 1.0 1.0 0.0 0.0 1.0 0.0 1.0 1.0 1.0 0.0 10
user835 0.0 1.0 1.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0 5
user1226 0.0 1.0 1.0 0.0 1.0 0.0 1.0 0.0 1.0 0.0 5
user551 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user1187 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 1
user30 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 4
user1318 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 1
user1319 1.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 1.0 0.0 1
user1446 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1
user878 0.0 0.0 1.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 1
user584 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 6
user547 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user1015 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 6
user613 0.0 1.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 5
user724 0.0 0.0 0.0 0.0 1.0 0.0 1.0 0.0 1.0 0.0 2
user885 0.0 1.0 0.0 0.0 0.0 0.0 1.0 0.0 1.0 0.0 4
user264 0.0 1.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 1
user981 0.0 1.0 0.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0 4
user469 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 1
user1479 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 2
user102 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 1.0 0.0 4
user644 1.0 1.0 0.0 0.0 1.0 0.0 1.0 0.0 1.0 0.0 2
user1272 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 2
user1010 1.0 1.0 1.0 0.0 1.0 0.0 1.0 0.0 1.0 0.0 14
user1276 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 1
user622 0.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 2
user708 0.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 2
user731 0.0 1.0 1.0 0.0 1.0 0.0 1.0 0.0 1.0 0.0 4
user1178 1.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 44
user550 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user1263 1.0 1.0 1.0 0.0 0.0 0.0 1.0 0.0 1.0 0.0 3
user1273 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 4
user509 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 1.0 0.0 3
user1037 0.0 1.0 1.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 4
user116 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 2
user1419 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user553 0.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0 1.0 0.0 2
user1461 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 5
user1502 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 1
user972 0.0 1.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 5
user161 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1
user318 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 1.0 0.0 2
user1460 0.0 1.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 4
user701 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 1
user282 0.0 1.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 1
user285 0.0 0.0 0.0 0.0 1.0 0.0 1.0 0.0 1.0 0.0 4
user983 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 2
user733 0.0 1.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 4
user982 0.0 0.0 1.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0 2
user727 0.0 1.0 0.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0 2
user825 0.0 1.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 1
user1248 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 1
user564 0.0 1.0 0.0 0.0 1.0 0.0 1.0 0.0 1.0 0.0 2
user223 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 1.0 0.0 3
user715 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 2
