user addSales purchaseByEMONT airDrop purchase session_count
user635 0.0 0.0 1.0 0.0 1
user636 0.0 0.0 1.0 0.0 1
user637 0.0 0.0 1.0 0.0 1
user638 0.0 0.0 1.0 0.0 1
user639 0.0 0.0 1.0 0.0 1
user640 0.0 0.0 1.0 0.0 1
user641 0.0 0.0 1.0 0.0 1
user642 0.0 0.0 1.0 0.0 1
user643 0.0 0.0 1.0 0.0 1
user644 0.0 0.0 1.0 0.0 1
user645 0.0 0.0 1.0 0.0 1
user646 0.0 0.0 1.0 0.0 1
user647 0.0 0.0 1.0 0.0 1
user648 0.0 0.0 1.0 0.0 1
user649 0.0 0.0 1.0 0.0 1
user650 0.0 0.0 1.0 0.0 1
user651 0.0 0.0 1.0 0.0 1
user652 0.0 0.0 1.0 0.0 1
user653 0.0 0.0 1.0 0.0 1
user654 0.0 0.0 1.0 0.0 1
user655 0.0 0.0 1.0 0.0 1
user656 0.0 0.0 1.0 0.0 1
user657 0.0 0.0 1.0 0.0 1
user658 0.0 0.0 1.0 0.0 1
user659 0.0 0.0 1.0 0.0 1
user660 0.0 0.0 1.0 0.0 1
user661 0.0 0.0 1.0 0.0 1
user662 0.0 0.0 1.0 0.0 1
user663 0.0 0.0 1.0 0.0 1
user664 0.0 0.0 1.0 0.0 1
user665 0.0 0.0 1.0 0.0 1
user666 0.0 0.0 1.0 0.0 1
user667 0.0 0.0 1.0 0.0 1
user668 0.0 0.0 1.0 0.0 1
user669 0.0 0.0 1.0 0.0 1
user670 0.0 0.0 1.0 0.0 1
user671 0.0 0.0 1.0 0.0 1
user672 0.0 0.0 1.0 0.0 1
user673 0.0 0.0 1.0 0.0 1
user674 0.0 0.0 1.0 0.0 1
user675 0.0 0.0 1.0 0.0 1
user676 0.0 0.0 1.0 0.0 1
user677 0.0 0.0 1.0 0.0 1
user678 0.0 0.0 1.0 0.0 1
user679 0.0 0.0 1.0 0.0 1
user680 0.0 0.0 1.0 0.0 1
user681 0.0 0.0 1.0 0.0 1
user682 0.0 0.0 1.0 0.0 1
user683 0.0 0.0 1.0 0.0 1
user684 0.0 0.0 1.0 0.0 1
user685 0.0 0.0 1.0 0.0 1
user686 0.0 0.0 1.0 0.0 1
user687 0.0 0.0 1.0 0.0 1
user688 0.0 0.0 1.0 0.0 1
user689 0.0 0.0 1.0 0.0 1
user690 0.0 0.0 1.0 0.0 1
user691 0.0 0.0 1.0 0.0 1
user692 0.0 0.0 1.0 0.0 1
user693 0.0 0.0 1.0 0.0 1
user694 0.0 0.0 1.0 0.0 1
user695 0.0 0.0 1.0 0.0 1
user696 0.0 0.0 1.0 0.0 1
user697 0.0 0.0 1.0 0.0 1
user698 0.0 0.0 1.0 0.0 1
user699 0.0 0.0 1.0 0.0 1
user700 0.0 0.0 1.0 0.0 1
user701 0.0 0.0 1.0 0.0 1
user702 0.0 0.0 1.0 0.0 1
user703 0.0 0.0 1.0 0.0 1
user704 0.0 0.0 1.0 0.0 1
user705 0.0 0.0 1.0 0.0 1
user706 0.0 0.0 1.0 0.0 1
user707 0.0 0.0 1.0 0.0 1
user708 0.0 0.0 1.0 0.0 1
user709 0.0 0.0 1.0 0.0 1
user710 0.0 0.0 1.0 0.0 1
user711 0.0 0.0 1.0 0.0 1
user712 0.0 0.0 1.0 0.0 1
user713 0.0 0.0 1.0 0.0 1
user714 0.0 0.0 1.0 0.0 1
user715 0.0 0.0 1.0 0.0 1
user716 0.0 0.0 1.0 0.0 1
user717 0.0 0.0 1.0 0.0 1
user718 0.0 0.0 1.0 0.0 1
user719 0.0 0.0 1.0 0.0 1
user721 0.0 0.0 1.0 0.0 1
user722 0.0 0.0 1.0 0.0 1
user723 0.0 0.0 1.0 0.0 1
user724 0.0 0.0 1.0 0.0 1
user725 0.0 0.0 1.0 0.0 1
user727 0.0 0.0 1.0 0.0 1
user728 0.0 0.0 1.0 0.0 2
user729 0.0 0.0 1.0 0.0 1
user731 0.0 0.0 1.0 0.0 1
user732 0.0 0.0 1.0 0.0 2
user733 0.0 0.0 1.0 0.0 3
user734 0.0 0.0 1.0 0.0 1
user735 0.0 0.0 1.0 0.0 1
user736 0.0 0.0 1.0 0.0 1
user737 0.0 0.0 1.0 0.0 1
user738 0.0 0.0 1.0 0.0 1
user739 0.0 0.0 1.0 0.0 1
user740 0.0 0.0 1.0 0.0 1
user741 0.0 0.0 1.0 0.0 1
user742 0.0 0.0 1.0 0.0 1
user743 0.0 0.0 1.0 0.0 1
user744 0.0 0.0 1.0 0.0 1
user745 0.0 0.0 1.0 0.0 1
user746 0.0 0.0 1.0 0.0 1
user747 0.0 0.0 1.0 0.0 2
user748 0.0 0.0 1.0 0.0 1
user749 0.0 0.0 1.0 0.0 1
user750 0.0 0.0 1.0 0.0 1
user751 0.0 0.0 1.0 0.0 1
user752 0.0 0.0 1.0 0.0 1
user753 0.0 0.0 1.0 0.0 1
user754 0.0 0.0 1.0 0.0 1
user755 0.0 0.0 1.0 0.0 1
user756 0.0 0.0 1.0 0.0 1
user757 0.0 0.0 1.0 0.0 1
user758 0.0 0.0 1.0 0.0 1
user759 0.0 0.0 1.0 0.0 1
user760 0.0 0.0 1.0 0.0 1
user761 0.0 0.0 1.0 0.0 1
user762 0.0 0.0 1.0 0.0 1
user763 0.0 0.0 1.0 0.0 4
user765 0.0 0.0 1.0 0.0 1
user766 0.0 0.0 1.0 0.0 1
user767 0.0 0.0 1.0 0.0 1
user769 0.0 0.0 1.0 0.0 1
user770 0.0 0.0 1.0 0.0 1
user771 0.0 0.0 1.0 0.0 1
user772 0.0 0.0 1.0 0.0 1
user773 0.0 0.0 1.0 0.0 1
user775 0.0 0.0 1.0 0.0 1
user776 0.0 0.0 1.0 0.0 1
user777 0.0 0.0 1.0 0.0 1
user778 0.0 0.0 1.0 0.0 1
user779 0.0 0.0 1.0 0.0 1
user780 0.0 0.0 1.0 0.0 1
user781 0.0 0.0 1.0 0.0 1
user782 0.0 0.0 1.0 0.0 1
user783 0.0 0.0 1.0 0.0 1
user784 0.0 0.0 1.0 0.0 1
user785 0.0 0.0 1.0 0.0 1
user786 0.0 0.0 1.0 0.0 1
user787 0.0 0.0 1.0 0.0 1
user788 0.0 0.0 1.0 0.0 1
user789 0.0 0.0 1.0 0.0 1
user790 0.0 0.0 1.0 0.0 1
user791 0.0 0.0 1.0 0.0 1
user792 0.0 0.0 1.0 0.0 1
user793 0.0 0.0 1.0 0.0 1
user794 0.0 0.0 1.0 0.0 1
user795 0.0 0.0 1.0 0.0 1
user796 0.0 0.0 1.0 0.0 1
user797 0.0 0.0 1.0 0.0 1
user798 0.0 0.0 1.0 0.0 1
user799 0.0 0.0 1.0 0.0 1
user800 0.0 0.0 1.0 0.0 1
user801 0.0 0.0 1.0 0.0 1
user802 0.0 0.0 1.0 0.0 3
user803 0.0 0.0 1.0 0.0 1
user804 0.0 0.0 1.0 0.0 1
user805 0.0 0.0 1.0 0.0 1
user806 0.0 0.0 1.0 0.0 1
user807 0.0 0.0 1.0 0.0 1
user808 0.0 0.0 1.0 0.0 1
user809 0.0 0.0 1.0 0.0 1
user810 0.0 0.0 1.0 0.0 1
user811 0.0 0.0 1.0 0.0 1
user812 0.0 0.0 1.0 0.0 1
user813 0.0 0.0 1.0 0.0 1
user814 0.0 0.0 1.0 0.0 1
user815 0.0 0.0 1.0 0.0 1
user816 0.0 0.0 1.0 0.0 1
user817 0.0 0.0 1.0 0.0 1
user818 0.0 0.0 1.0 0.0 1
user819 0.0 0.0 1.0 0.0 1
user820 0.0 0.0 1.0 0.0 1
user821 0.0 0.0 1.0 0.0 1
user822 0.0 0.0 1.0 0.0 1
user823 0.0 0.0 1.0 0.0 1
user824 0.0 0.0 1.0 0.0 1
user825 0.0 0.0 1.0 0.0 1
user826 0.0 0.0 1.0 0.0 1
user827 0.0 0.0 1.0 0.0 1
user828 0.0 0.0 1.0 0.0 1
user829 0.0 0.0 1.0 0.0 1
user830 0.0 0.0 1.0 0.0 1
user831 0.0 0.0 1.0 0.0 1
user832 0.0 0.0 1.0 0.0 1
user833 0.0 0.0 1.0 0.0 1
user834 0.0 0.0 1.0 0.0 1
user835 0.0 0.0 1.0 0.0 1
user836 0.0 0.0 1.0 0.0 1
user837 0.0 0.0 1.0 0.0 1
user838 0.0 0.0 1.0 0.0 1
user839 0.0 0.0 1.0 0.0 1
user840 0.0 0.0 1.0 0.0 1
user841 0.0 0.0 1.0 0.0 1
user842 0.0 0.0 1.0 0.0 1
user843 0.0 0.0 1.0 0.0 1
user844 0.0 0.0 1.0 0.0 1
user845 0.0 0.0 1.0 0.0 1
user846 0.0 0.0 1.0 0.0 1
user847 0.0 0.0 1.0 0.0 1
user848 0.0 0.0 1.0 0.0 1
user849 0.0 0.0 1.0 0.0 1
user850 0.0 0.0 1.0 0.0 1
user851 0.0 0.0 1.0 0.0 1
user852 0.0 0.0 1.0 0.0 1
user853 0.0 0.0 1.0 0.0 1
user854 0.0 0.0 1.0 0.0 1
user855 0.0 0.0 1.0 0.0 1
user856 0.0 0.0 1.0 0.0 1
user857 0.0 0.0 1.0 0.0 1
user858 0.0 0.0 1.0 0.0 1
user859 0.0 0.0 1.0 0.0 1
user860 0.0 0.0 1.0 0.0 1
user861 0.0 0.0 1.0 0.0 1
user862 0.0 0.0 1.0 0.0 1
user863 0.0 0.0 1.0 0.0 1
user864 0.0 0.0 1.0 0.0 1
user865 0.0 0.0 1.0 0.0 1
user866 0.0 0.0 1.0 0.0 1
user867 0.0 0.0 1.0 0.0 1
user868 0.0 0.0 1.0 0.0 1
user869 0.0 0.0 1.0 0.0 1
user870 0.0 0.0 1.0 0.0 1
user871 0.0 0.0 1.0 0.0 1
user872 0.0 0.0 1.0 0.0 1
user873 0.0 0.0 1.0 0.0 1
user874 0.0 0.0 1.0 0.0 1
user875 0.0 0.0 1.0 0.0 1
user877 0.0 0.0 1.0 0.0 1
user878 0.0 0.0 1.0 0.0 1
user879 0.0 0.0 1.0 0.0 1
user880 0.0 0.0 1.0 0.0 1
user881 0.0 0.0 1.0 0.0 1
user882 0.0 0.0 1.0 0.0 1
user883 0.0 0.0 1.0 0.0 1
user884 0.0 0.0 1.0 0.0 1
user885 0.0 0.0 1.0 0.0 1
user886 0.0 0.0 1.0 0.0 1
user887 0.0 0.0 1.0 0.0 1
user888 0.0 0.0 1.0 0.0 1
user889 0.0 0.0 1.0 0.0 1
user890 0.0 0.0 1.0 0.0 1
user891 0.0 0.0 1.0 0.0 1
user892 0.0 0.0 1.0 0.0 1
user893 0.0 0.0 1.0 0.0 1
user894 0.0 0.0 1.0 0.0 1
user895 0.0 0.0 1.0 0.0 1
user896 0.0 0.0 1.0 0.0 1
user897 0.0 0.0 1.0 0.0 1
user898 0.0 0.0 1.0 0.0 1
user899 0.0 0.0 1.0 0.0 1
user900 0.0 0.0 1.0 0.0 1
user901 0.0 0.0 1.0 0.0 1
user902 0.0 0.0 1.0 0.0 1
user903 0.0 0.0 1.0 0.0 1
user904 0.0 0.0 1.0 0.0 1
user905 0.0 0.0 1.0 0.0 1
user906 0.0 0.0 1.0 0.0 1
user907 0.0 0.0 1.0 0.0 1
user908 0.0 0.0 1.0 0.0 1
user909 0.0 0.0 1.0 0.0 1
user910 0.0 0.0 1.0 0.0 1
user911 0.0 0.0 1.0 0.0 1
user912 0.0 0.0 1.0 0.0 1
user913 0.0 0.0 1.0 0.0 1
user914 0.0 0.0 1.0 0.0 1
user915 0.0 0.0 1.0 0.0 1
user916 0.0 0.0 1.0 0.0 1
user917 0.0 0.0 1.0 0.0 1
user918 0.0 0.0 1.0 0.0 1
user919 0.0 0.0 1.0 0.0 1
user920 0.0 0.0 1.0 0.0 1
user921 0.0 0.0 1.0 0.0 1
user922 0.0 0.0 1.0 0.0 1
user923 0.0 0.0 1.0 0.0 1
user924 0.0 0.0 1.0 0.0 1
user925 0.0 0.0 1.0 0.0 1
user926 0.0 0.0 1.0 0.0 1
user927 0.0 0.0 1.0 0.0 1
user929 0.0 0.0 1.0 0.0 1
user930 0.0 0.0 1.0 0.0 1
user931 0.0 0.0 1.0 0.0 1
user932 0.0 0.0 1.0 0.0 1
user933 0.0 0.0 1.0 0.0 1
user934 0.0 0.0 1.0 0.0 1
user935 0.0 0.0 1.0 0.0 1
user936 0.0 0.0 1.0 0.0 1
user937 0.0 0.0 1.0 0.0 1
user939 0.0 0.0 1.0 0.0 1
user940 0.0 0.0 1.0 0.0 3
user941 0.0 0.0 1.0 0.0 1
user942 0.0 0.0 1.0 0.0 3
user943 0.0 0.0 1.0 0.0 1
user944 0.0 0.0 1.0 0.0 1
user945 0.0 0.0 1.0 0.0 1
user947 0.0 0.0 1.0 0.0 1
user948 0.0 0.0 1.0 0.0 1
user949 0.0 0.0 1.0 0.0 1
user950 0.0 0.0 1.0 0.0 2
user952 0.0 0.0 1.0 0.0 1
user953 0.0 0.0 1.0 0.0 2
user954 0.0 0.0 1.0 0.0 3
user955 0.0 0.0 1.0 0.0 1
user956 0.0 0.0 1.0 0.0 1
user958 0.0 0.0 1.0 0.0 1
user959 0.0 0.0 1.0 0.0 1
user960 0.0 0.0 1.0 0.0 2
user963 0.0 0.0 1.0 0.0 1
user964 0.0 0.0 1.0 0.0 1
user965 0.0 0.0 1.0 0.0 1
user966 0.0 0.0 1.0 0.0 1
user967 0.0 0.0 1.0 0.0 1
user968 0.0 0.0 1.0 0.0 1
user969 0.0 0.0 1.0 0.0 1
user972 0.0 0.0 1.0 0.0 1
user973 0.0 0.0 1.0 0.0 1
user974 0.0 0.0 1.0 0.0 1
user975 0.0 0.0 1.0 0.0 1
user976 0.0 0.0 1.0 0.0 1
user977 0.0 0.0 1.0 0.0 4
user979 0.0 0.0 1.0 0.0 1
user981 0.0 0.0 1.0 0.0 4
user982 0.0 0.0 1.0 0.0 1
user983 0.0 0.0 1.0 0.0 1
user984 0.0 0.0 1.0 0.0 1
user985 0.0 0.0 1.0 0.0 1
user986 0.0 0.0 1.0 0.0 1
user987 0.0 0.0 1.0 0.0 1
user988 0.0 0.0 1.0 0.0 1
user989 0.0 0.0 1.0 0.0 1
user990 0.0 0.0 1.0 0.0 1
user991 0.0 0.0 1.0 0.0 1
user992 0.0 0.0 1.0 0.0 1
user994 0.0 0.0 1.0 0.0 1
user995 0.0 0.0 1.0 0.0 1
user996 0.0 0.0 1.0 0.0 1
user998 0.0 0.0 1.0 0.0 3
user999 0.0 0.0 1.0 0.0 1
user1000 0.0 0.0 1.0 0.0 2
user1001 0.0 0.0 1.0 0.0 2
user1002 0.0 0.0 1.0 0.0 1
user1003 0.0 0.0 1.0 0.0 1
user1004 0.0 0.0 1.0 0.0 1
user1005 0.0 0.0 1.0 0.0 1
user1007 0.0 0.0 1.0 0.0 1
user1008 0.0 0.0 1.0 0.0 1
user1009 0.0 0.0 1.0 0.0 1
user1010 0.0 0.0 1.0 0.0 1
user1011 0.0 0.0 1.0 0.0 4
user1012 0.0 0.0 1.0 0.0 1
user1014 0.0 0.0 1.0 0.0 1
user1016 0.0 0.0 1.0 0.0 1
user1018 0.0 0.0 1.0 0.0 1
user1019 0.0 0.0 1.0 0.0 2
user1020 0.0 0.0 1.0 0.0 1
user1021 0.0 0.0 1.0 0.0 1
user1022 0.0 0.0 1.0 0.0 1
user1023 0.0 0.0 1.0 0.0 1
user1024 0.0 0.0 1.0 0.0 1
user1025 0.0 0.0 1.0 0.0 1
user1026 0.0 0.0 1.0 0.0 1
user1027 0.0 0.0 1.0 0.0 1
user1028 0.0 0.0 1.0 0.0 1
user1029 0.0 0.0 1.0 0.0 1
user1030 0.0 0.0 1.0 0.0 1
user1031 0.0 0.0 1.0 0.0 1
user1032 0.0 0.0 1.0 0.0 1
user1033 0.0 0.0 1.0 0.0 1
user1034 0.0 0.0 1.0 0.0 1
user1035 0.0 0.0 1.0 0.0 1
user1036 0.0 0.0 1.0 0.0 1
user1037 0.0 0.0 1.0 0.0 1
user1038 0.0 0.0 1.0 0.0 1
user1039 0.0 0.0 1.0 0.0 1
user1040 0.0 0.0 1.0 0.0 1
user1042 0.0 0.0 1.0 0.0 1
user1043 0.0 0.0 1.0 0.0 1
user1044 0.0 0.0 1.0 0.0 1
user1045 0.0 0.0 1.0 0.0 1
user1046 0.0 0.0 1.0 0.0 1
user1047 0.0 0.0 1.0 0.0 1
user1048 0.0 0.0 1.0 0.0 1
user1049 0.0 0.0 1.0 0.0 3
user1050 0.0 0.0 1.0 0.0 1
user1051 0.0 0.0 1.0 0.0 1
user1052 0.0 0.0 1.0 0.0 1
user1053 0.0 0.0 1.0 0.0 1
user1054 0.0 0.0 1.0 0.0 1
user1055 0.0 0.0 1.0 0.0 1
user1056 0.0 0.0 1.0 0.0 1
user1057 0.0 0.0 1.0 0.0 1
user1058 0.0 0.0 1.0 0.0 1
user1059 0.0 0.0 1.0 0.0 1
user1060 0.0 0.0 1.0 0.0 1
user1061 0.0 0.0 1.0 0.0 1
user1062 0.0 1.0 1.0 0.0 6
user1063 0.0 0.0 1.0 0.0 1
user1064 0.0 0.0 1.0 0.0 1
user1065 0.0 0.0 1.0 0.0 1
user1066 0.0 0.0 1.0 0.0 3
user1068 0.0 0.0 1.0 0.0 1
user1069 0.0 0.0 1.0 0.0 1
user1070 0.0 0.0 1.0 0.0 1
user1071 0.0 0.0 1.0 0.0 1
user1072 0.0 0.0 1.0 0.0 1
user1073 0.0 0.0 1.0 0.0 1
user1074 0.0 0.0 1.0 0.0 1
user1075 0.0 0.0 1.0 0.0 1
user1076 0.0 0.0 1.0 0.0 1
user1078 0.0 0.0 1.0 0.0 1
user1079 0.0 0.0 1.0 0.0 3
user1081 0.0 0.0 1.0 0.0 1
user1082 0.0 0.0 1.0 0.0 1
user1083 0.0 0.0 1.0 0.0 1
user1084 0.0 0.0 1.0 0.0 1
user1085 0.0 0.0 1.0 0.0 1
user1086 0.0 0.0 1.0 0.0 1
user1087 0.0 0.0 1.0 0.0 1
user1088 0.0 0.0 1.0 0.0 1
user1089 0.0 0.0 1.0 0.0 1
user1090 0.0 0.0 1.0 0.0 1
user1091 0.0 0.0 1.0 0.0 1
user1092 0.0 0.0 1.0 0.0 1
user1093 0.0 0.0 1.0 0.0 1
user1094 0.0 0.0 1.0 0.0 1
user1095 0.0 0.0 1.0 0.0 1
user1096 0.0 0.0 1.0 0.0 1
user1097 0.0 0.0 1.0 0.0 1
user1098 0.0 0.0 1.0 0.0 1
user1099 0.0 0.0 1.0 0.0 1
user1100 0.0 0.0 1.0 0.0 1
user1101 0.0 0.0 1.0 0.0 1
user1102 0.0 0.0 1.0 0.0 1
user1103 0.0 0.0 1.0 0.0 1
user1104 0.0 0.0 1.0 0.0 1
user1105 0.0 0.0 1.0 0.0 1
user1106 0.0 0.0 1.0 0.0 1
user1107 0.0 0.0 1.0 0.0 1
user1108 0.0 0.0 1.0 0.0 1
user1109 0.0 0.0 1.0 0.0 1
user1110 0.0 0.0 1.0 0.0 1
user1111 0.0 0.0 1.0 0.0 1
user1112 0.0 0.0 1.0 0.0 1
user1113 0.0 0.0 1.0 0.0 1
user1114 0.0 0.0 1.0 0.0 1
user1115 0.0 0.0 1.0 0.0 1
user1116 0.0 0.0 1.0 0.0 1
user1117 0.0 0.0 1.0 0.0 1
user1118 0.0 0.0 1.0 0.0 1
user1119 0.0 0.0 1.0 0.0 1
user1120 0.0 0.0 1.0 0.0 1
user1121 0.0 0.0 1.0 0.0 1
user1122 0.0 0.0 1.0 0.0 1
user1123 0.0 0.0 1.0 0.0 1
user1124 0.0 0.0 1.0 0.0 1
user1125 0.0 0.0 1.0 0.0 1
user1126 0.0 0.0 1.0 0.0 1
user1127 0.0 0.0 1.0 0.0 1
user1128 0.0 0.0 1.0 0.0 1
user1129 0.0 0.0 1.0 0.0 1
user1130 0.0 0.0 1.0 0.0 1
user1131 0.0 0.0 1.0 0.0 1
user1132 0.0 0.0 1.0 0.0 1
user1133 0.0 0.0 1.0 0.0 1
user1134 0.0 0.0 1.0 0.0 1
user1135 0.0 0.0 1.0 0.0 1
user1136 0.0 0.0 1.0 0.0 1
user1137 0.0 0.0 1.0 0.0 1
user1138 0.0 0.0 1.0 0.0 1
user1139 0.0 0.0 1.0 0.0 1
user1140 0.0 0.0 1.0 0.0 1
user1141 0.0 0.0 1.0 0.0 1
user1142 0.0 0.0 1.0 0.0 1
user1143 0.0 0.0 1.0 0.0 1
user1144 0.0 0.0 1.0 0.0 1
user1145 0.0 0.0 1.0 0.0 1
user1146 0.0 0.0 1.0 0.0 1
user1147 0.0 0.0 1.0 0.0 1
user1148 0.0 0.0 1.0 0.0 1
user1149 0.0 0.0 1.0 0.0 1
user1150 0.0 0.0 1.0 0.0 1
user1151 0.0 0.0 1.0 0.0 1
user1152 0.0 0.0 1.0 0.0 1
user1153 0.0 0.0 1.0 0.0 1
user1154 0.0 0.0 1.0 0.0 1
user1155 0.0 0.0 1.0 0.0 1
user1156 0.0 0.0 1.0 0.0 1
user1157 0.0 0.0 1.0 0.0 1
user1158 0.0 0.0 1.0 0.0 1
user1159 0.0 0.0 1.0 0.0 1
user1160 0.0 0.0 1.0 0.0 1
user1161 0.0 0.0 1.0 0.0 1
user1162 0.0 0.0 1.0 0.0 1
user1163 0.0 0.0 1.0 0.0 1
user1164 0.0 0.0 1.0 0.0 1
user1165 0.0 0.0 1.0 0.0 1
user1166 0.0 0.0 1.0 0.0 1
user1167 0.0 0.0 1.0 0.0 1
user1168 0.0 0.0 1.0 0.0 1
user1169 0.0 0.0 1.0 0.0 1
user1170 0.0 0.0 1.0 0.0 1
user1171 0.0 0.0 1.0 0.0 1
user1172 0.0 0.0 1.0 0.0 1
user1173 0.0 0.0 1.0 0.0 1
user1174 0.0 0.0 1.0 0.0 1
user1175 0.0 0.0 1.0 0.0 1
user1176 0.0 0.0 1.0 0.0 1
user1177 0.0 0.0 1.0 0.0 1
user1178 0.0 0.0 1.0 0.0 1
user1179 0.0 0.0 1.0 0.0 1
user1180 0.0 0.0 1.0 0.0 1
user1181 0.0 0.0 1.0 0.0 1
user1182 0.0 0.0 1.0 0.0 1
user1183 0.0 0.0 1.0 0.0 1
user1184 0.0 0.0 1.0 0.0 1
user1185 0.0 0.0 1.0 0.0 1
user1186 0.0 0.0 1.0 0.0 1
user1187 0.0 0.0 1.0 0.0 1
user1188 0.0 0.0 1.0 0.0 1
user1189 0.0 0.0 1.0 0.0 1
user1190 0.0 0.0 1.0 0.0 1
user1191 0.0 0.0 1.0 0.0 1
user1192 0.0 0.0 1.0 0.0 1
user1193 0.0 0.0 1.0 0.0 1
user1194 0.0 0.0 1.0 0.0 1
user1195 0.0 0.0 1.0 0.0 1
user1196 0.0 0.0 1.0 0.0 1
user1197 0.0 0.0 1.0 0.0 1
user1198 0.0 0.0 1.0 0.0 1
user1199 0.0 0.0 1.0 0.0 1
user1200 0.0 0.0 1.0 0.0 1
user1201 0.0 0.0 1.0 0.0 1
user1202 0.0 0.0 1.0 0.0 1
user1203 0.0 0.0 1.0 0.0 1
user1204 0.0 0.0 1.0 0.0 1
user1205 0.0 0.0 1.0 0.0 1
user1206 0.0 0.0 1.0 0.0 1
user1207 0.0 0.0 1.0 0.0 1
user1208 0.0 0.0 1.0 0.0 1
user1209 0.0 0.0 1.0 0.0 1
user1210 0.0 0.0 1.0 0.0 1
user1211 0.0 0.0 1.0 0.0 1
user1212 0.0 0.0 1.0 0.0 1
user1213 0.0 0.0 1.0 0.0 1
user1214 0.0 0.0 1.0 0.0 1
user1215 0.0 0.0 1.0 0.0 1
user1216 0.0 0.0 1.0 0.0 1
user1217 0.0 0.0 1.0 0.0 1
user1218 0.0 0.0 1.0 0.0 1
user1219 0.0 0.0 1.0 0.0 4
user1220 0.0 0.0 1.0 0.0 1
user1221 0.0 0.0 1.0 0.0 1
user1222 0.0 0.0 1.0 0.0 1
user1223 0.0 0.0 1.0 0.0 1
user1224 0.0 0.0 1.0 0.0 1
user1225 0.0 0.0 1.0 0.0 1
user1226 0.0 0.0 1.0 0.0 1
user1227 0.0 0.0 1.0 0.0 1
user1228 0.0 0.0 1.0 0.0 1
user1229 0.0 0.0 1.0 0.0 1
user1230 0.0 0.0 1.0 0.0 1
user1231 0.0 0.0 1.0 0.0 1
user1232 0.0 0.0 1.0 0.0 1
user1233 0.0 0.0 1.0 0.0 1
user1234 0.0 0.0 1.0 0.0 1
user1235 0.0 0.0 1.0 0.0 1
user1238 0.0 0.0 1.0 0.0 1
user1239 0.0 0.0 1.0 0.0 2
user1240 0.0 0.0 1.0 0.0 1
user1241 0.0 0.0 1.0 0.0 4
user1242 0.0 0.0 1.0 0.0 2
user1243 0.0 0.0 1.0 0.0 1
user1244 0.0 0.0 1.0 0.0 1
user1245 0.0 0.0 1.0 0.0 1
user1246 0.0 0.0 1.0 0.0 1
user1247 0.0 0.0 1.0 0.0 1
user1248 0.0 0.0 1.0 0.0 4
user1249 0.0 0.0 1.0 0.0 1
user1250 0.0 0.0 1.0 0.0 1
user1251 0.0 0.0 1.0 0.0 1
user1252 0.0 0.0 1.0 0.0 1
user1253 0.0 0.0 1.0 0.0 1
user1254 0.0 0.0 1.0 0.0 1
user1255 0.0 0.0 1.0 0.0 1
user1256 0.0 0.0 1.0 0.0 1
user1257 0.0 0.0 1.0 0.0 1
user1258 0.0 0.0 1.0 0.0 1
user1259 0.0 0.0 1.0 0.0 1
user1260 0.0 0.0 1.0 0.0 1
user1261 0.0 0.0 1.0 0.0 1
user1262 0.0 0.0 1.0 0.0 1
user1263 0.0 0.0 1.0 0.0 1
user1264 0.0 0.0 1.0 0.0 1
user1265 0.0 0.0 1.0 0.0 1
user1266 0.0 0.0 1.0 0.0 1
user1267 0.0 0.0 1.0 0.0 1
user1268 0.0 0.0 1.0 0.0 1
user1269 0.0 0.0 1.0 0.0 1
user1270 0.0 0.0 1.0 0.0 1
user1271 0.0 0.0 1.0 0.0 1
user1272 0.0 0.0 1.0 0.0 1
user1273 0.0 0.0 1.0 0.0 1
user1274 0.0 0.0 1.0 0.0 1
user1275 0.0 0.0 1.0 0.0 1
user1276 0.0 0.0 1.0 0.0 1
user1277 0.0 0.0 1.0 0.0 1
user1278 0.0 0.0 1.0 0.0 1
user1279 0.0 0.0 1.0 0.0 1
user1280 0.0 0.0 1.0 0.0 1
user1281 0.0 0.0 1.0 0.0 1
user1282 0.0 0.0 1.0 0.0 1
user1283 0.0 0.0 1.0 0.0 1
user1284 0.0 0.0 1.0 0.0 1
user1285 0.0 0.0 1.0 0.0 1
user1286 0.0 0.0 1.0 0.0 1
user1287 0.0 0.0 1.0 0.0 1
user1288 0.0 0.0 1.0 0.0 1
user1290 0.0 0.0 1.0 0.0 1
user1291 0.0 0.0 1.0 0.0 1
user1292 0.0 0.0 1.0 0.0 1
user1293 0.0 0.0 1.0 0.0 1
user1294 0.0 0.0 1.0 0.0 1
user1295 0.0 0.0 1.0 0.0 1
user1296 0.0 0.0 1.0 0.0 1
user1297 0.0 0.0 1.0 0.0 1
user1298 0.0 0.0 1.0 0.0 1
user1299 0.0 0.0 1.0 0.0 1
user1300 0.0 0.0 1.0 0.0 1
user1301 0.0 0.0 1.0 0.0 1
user1302 0.0 0.0 1.0 0.0 1
user1303 0.0 0.0 1.0 0.0 1
user1304 0.0 0.0 1.0 0.0 1
user1305 0.0 0.0 1.0 0.0 1
user1306 0.0 0.0 1.0 0.0 1
user1307 0.0 0.0 1.0 0.0 1
user1308 0.0 0.0 1.0 0.0 1
user1309 0.0 0.0 1.0 0.0 1
user1310 0.0 0.0 1.0 0.0 1
user1311 0.0 0.0 1.0 0.0 1
user1312 0.0 0.0 1.0 0.0 1
user1313 0.0 0.0 1.0 0.0 1
user1314 0.0 0.0 1.0 0.0 1
user1315 0.0 0.0 1.0 0.0 1
